,seed,nodes,constrained,method_OL,method_OA,method_NO,component,B_est,B_real
502,23,1500,0,1,0,0,19,4.616608,5.0
503,23,1500,0,1,0,0,20,2.5440867,3.0
504,24,1500,0,1,0,0,0,0.5304569,1.0
505,24,1500,0,1,0,0,1,-0.5139157,0.0
506,24,1500,0,1,0,0,2,-1.4913255,-1.0
507,24,1500,0,1,0,0,3,0.14561358,0.0
508,24,1500,0,1,0,0,4,1.0752102,1.0
509,24,1500,0,1,0,0,5,-0.8464199,-1.0
510,24,1500,0,1,0,0,6,1.3163797,1.0
511,24,1500,0,1,0,0,7,0.34679475,0.0
512,24,1500,0,1,0,0,8,-0.6492562,-1.0
513,24,1500,0,1,0,0,9,-0.42324963,0.0
514,24,1500,0,1,0,0,10,0.65802956,1.0
515,24,1500,0,1,0,0,11,-1.4272538,-1.0
516,24,1500,0,1,0,0,12,-4.2464476,-4.0
517,24,1500,0,1,0,0,13,-0.2669469,0.0
518,24,1500,0,1,0,0,14,3.7865384,4.0
519,24,1500,0,1,0,0,15,-0.5563619,0.0
520,24,1500,0,1,0,0,16,-4.521479,-4.0
521,24,1500,0,1,0,0,17,3.481084,4.0
522,24,1500,0,1,0,0,18,5.3983006,5.0
523,24,1500,0,1,0,0,19,5.3803606,5.0
524,24,1500,0,1,0,0,20,3.3548923,3.0
525,25,1500,0,1,0,0,0,1.3099269,1.0
526,25,1500,0,1,0,0,1,0.2905573,0.0
527,25,1500,0,1,0,0,2,-0.6815199,-1.0
528,25,1500,0,1,0,0,3,0.11710825,0.0
529,25,1500,0,1,0,0,4,0.97384596,1.0
530,25,1500,0,1,0,0,5,-0.9554583,-1.0
531,25,1500,0,1,0,0,6,0.76536655,1.0
532,25,1500,0,1,0,0,7,-0.14387785,0.0
533,25,1500,0,1,0,0,8,-1.1410108,-1.0
534,25,1500,0,1,0,0,9,-0.12601076,0.0
535,25,1500,0,1,0,0,10,1.072982,1.0
536,25,1500,0,1,0,0,11,-0.97716063,-1.0
537,25,1500,0,1,0,0,12,-3.7984774,-4.0
538,25,1500,0,1,0,0,13,0.35958087,0.0
539,25,1500,0,1,0,0,14,4.471404,4.0
540,25,1500,0,1,0,0,15,0.011363708,0.0
541,25,1500,0,1,0,0,16,-3.821151,-4.0
542,25,1500,0,1,0,0,17,4.2512937,4.0
543,25,1500,0,1,0,0,18,4.9036145,5.0
544,25,1500,0,1,0,0,19,4.739751,5.0
545,25,1500,0,1,0,0,20,2.6444888,3.0
546,26,1500,0,1,0,0,0,1.6455526,1.0
547,26,1500,0,1,0,0,1,0.60715663,0.0
548,26,1500,0,1,0,0,2,-0.34908038,-1.0
549,26,1500,0,1,0,0,3,0.35560644,0.0
550,26,1500,0,1,0,0,4,1.2470759,1.0
551,26,1500,0,1,0,0,5,-0.6386597,-1.0
552,26,1500,0,1,0,0,6,0.16312583,1.0
553,26,1500,0,1,0,0,7,-0.8100011,0.0
554,26,1500,0,1,0,0,8,-1.8640823,-1.0
555,26,1500,0,1,0,0,9,-0.2237497,0.0
556,26,1500,0,1,0,0,10,0.86968035,1.0
557,26,1500,0,1,0,0,11,-1.258599,-1.0
558,26,1500,0,1,0,0,12,-4.4683576,-4.0
559,26,1500,0,1,0,0,13,-0.5780858,0.0
560,26,1500,0,1,0,0,14,3.449241,4.0
561,26,1500,0,1,0,0,15,0.031074625,0.0
562,26,1500,0,1,0,0,16,-4.011113,-4.0
563,26,1500,0,1,0,0,17,3.9480581,4.0
564,26,1500,0,1,0,0,18,5.1963873,5.0
565,26,1500,0,1,0,0,19,5.2610364,5.0
566,26,1500,0,1,0,0,20,3.2701287,3.0
567,27,1500,0,1,0,0,0,0.83544034,1.0
568,27,1500,0,1,0,0,1,-0.19694662,0.0
569,27,1500,0,1,0,0,2,-1.2047237,-1.0
570,27,1500,0,1,0,0,3,-0.15562573,0.0
571,27,1500,0,1,0,0,4,0.7603084,1.0
572,27,1500,0,1,0,0,5,-1.302478,-1.0
573,27,1500,0,1,0,0,6,0.92662024,1.0
574,27,1500,0,1,0,0,7,-0.022415603,0.0
575,27,1500,0,1,0,0,8,-1.0359708,-1.0
576,27,1500,0,1,0,0,9,0.10819078,0.0
577,27,1500,0,1,0,0,10,1.1716609,1.0
578,27,1500,0,1,0,0,11,-0.7360848,-1.0
579,27,1500,0,1,0,0,12,-4.5323586,-4.0
580,27,1500,0,1,0,0,13,-0.5843159,0.0
581,27,1500,0,1,0,0,14,3.4564035,4.0
582,27,1500,0,1,0,0,15,-0.37334466,0.0
583,27,1500,0,1,0,0,16,-4.4606056,-4.0
584,27,1500,0,1,0,0,17,3.6637251,4.0
585,27,1500,0,1,0,0,18,5.453172,5.0
586,27,1500,0,1,0,0,19,5.498323,5.0
587,27,1500,0,1,0,0,20,3.4317882,3.0
588,28,1500,0,1,0,0,0,1.1346905,1.0
589,28,1500,0,1,0,0,1,0.06700746,0.0
590,28,1500,0,1,0,0,2,-0.8526733,-1.0
591,28,1500,0,1,0,0,3,-0.16208677,0.0
592,28,1500,0,1,0,0,4,0.97471446,1.0
593,28,1500,0,1,0,0,5,-1.0754068,-1.0
594,28,1500,0,1,0,0,6,0.8043807,1.0
595,28,1500,0,1,0,0,7,-0.07237468,0.0
596,28,1500,0,1,0,0,8,-1.2777283,-1.0
597,28,1500,0,1,0,0,9,0.3247888,0.0
598,28,1500,0,1,0,0,10,1.2038906,1.0
599,28,1500,0,1,0,0,11,-0.82489043,-1.0
600,28,1500,0,1,0,0,12,-3.9728968,-4.0
601,28,1500,0,1,0,0,13,0.026617255,0.0
602,28,1500,0,1,0,0,14,3.8406186,4.0
603,28,1500,0,1,0,0,15,0.11497479,0.0
604,28,1500,0,1,0,0,16,-3.9185812,-4.0
605,28,1500,0,1,0,0,17,3.9693885,4.0
606,28,1500,0,1,0,0,18,4.890044,5.0
607,28,1500,0,1,0,0,19,4.8785067,5.0
608,28,1500,0,1,0,0,20,3.0628505,3.0
609,29,1500,0,1,0,0,0,1.4421643,1.0
610,29,1500,0,1,0,0,1,0.47101787,0.0
611,29,1500,0,1,0,0,2,-0.44264033,-1.0
612,29,1500,0,1,0,0,3,0.16787964,0.0
613,29,1500,0,1,0,0,4,1.2733643,1.0
614,29,1500,0,1,0,0,5,-0.7965579,-1.0
615,29,1500,0,1,0,0,6,0.46929246,1.0
616,29,1500,0,1,0,0,7,-0.5493941,0.0
617,29,1500,0,1,0,0,8,-1.6347042,-1.0
618,29,1500,0,1,0,0,9,-0.32523748,0.0
619,29,1500,0,1,0,0,10,0.5907247,1.0
620,29,1500,0,1,0,0,11,-1.3309132,-1.0
621,29,1500,0,1,0,0,12,-4.4719687,-4.0
622,29,1500,0,1,0,0,13,-0.47467592,0.0
623,29,1500,0,1,0,0,14,3.5566707,4.0
624,29,1500,0,1,0,0,15,-0.5654168,0.0
625,29,1500,0,1,0,0,16,-4.592626,-4.0
626,29,1500,0,1,0,0,17,3.4877443,4.0
627,29,1500,0,1,0,0,18,5.5312386,5.0
628,29,1500,0,1,0,0,19,5.5301166,5.0
629,29,1500,0,1,0,0,20,3.4912207,3.0
630,30,1500,0,1,0,0,0,1.1386828,1.0
631,30,1500,0,1,0,0,1,0.0067933844,0.0
632,30,1500,0,1,0,0,2,-0.9595964,-1.0
633,30,1500,0,1,0,0,3,0.41206598,0.0
634,30,1500,0,1,0,0,4,1.4467179,1.0
635,30,1500,0,1,0,0,5,-0.6148386,-1.0
636,30,1500,0,1,0,0,6,0.89942557,1.0
637,30,1500,0,1,0,0,7,0.0072476882,0.0
638,30,1500,0,1,0,0,8,-1.0382339,-1.0
639,30,1500,0,1,0,0,9,-0.29097393,0.0
640,30,1500,0,1,0,0,10,0.63003004,1.0
641,30,1500,0,1,0,0,11,-1.3117917,-1.0
642,30,1500,0,1,0,0,12,-4.0173125,-4.0
643,30,1500,0,1,0,0,13,-0.14638455,0.0
644,30,1500,0,1,0,0,14,3.8382313,4.0
645,30,1500,0,1,0,0,15,0.11412252,0.0
646,30,1500,0,1,0,0,16,-4.057249,-4.0
647,30,1500,0,1,0,0,17,3.953386,4.0
648,30,1500,0,1,0,0,18,4.8831944,5.0
649,30,1500,0,1,0,0,19,5.0189557,5.0
650,30,1500,0,1,0,0,20,3.0224884,3.0
651,31,1500,0,1,0,0,0,1.0353696,1.0
652,31,1500,0,1,0,0,1,0.19337131,0.0
653,31,1500,0,1,0,0,2,-0.82667154,-1.0
654,31,1500,0,1,0,0,3,0.2720063,0.0
655,31,1500,0,1,0,0,4,1.3436538,1.0
656,31,1500,0,1,0,0,5,-0.7461279,-1.0
657,31,1500,0,1,0,0,6,0.806639,1.0
658,31,1500,0,1,0,0,7,-0.35133368,0.0
659,31,1500,0,1,0,0,8,-1.2664158,-1.0
660,31,1500,0,1,0,0,9,-0.51008445,0.0
661,31,1500,0,1,0,0,10,0.42799896,1.0
662,31,1500,0,1,0,0,11,-1.3901345,-1.0
663,31,1500,0,1,0,0,12,-4.699778,-4.0
664,31,1500,0,1,0,0,13,-0.7037758,0.0
665,31,1500,0,1,0,0,14,3.5227017,4.0
666,31,1500,0,1,0,0,15,-0.6917706,0.0
667,31,1500,0,1,0,0,16,-4.667615,-4.0
668,31,1500,0,1,0,0,17,3.5886765,4.0
669,31,1500,0,1,0,0,18,5.641869,5.0
670,31,1500,0,1,0,0,19,5.6325645,5.0
671,31,1500,0,1,0,0,20,3.3954883,3.0
672,32,1500,0,1,0,0,0,1.1069254,1.0
673,32,1500,0,1,0,0,1,0.13840306,0.0
674,32,1500,0,1,0,0,2,-0.920362,-1.0
675,32,1500,0,1,0,0,3,-0.22751006,0.0
676,32,1500,0,1,0,0,4,0.6820171,1.0
677,32,1500,0,1,0,0,5,-1.3212171,-1.0
678,32,1500,0,1,0,0,6,0.64151126,1.0
679,32,1500,0,1,0,0,7,-0.3211953,0.0
680,32,1500,0,1,0,0,8,-1.2204825,-1.0
681,32,1500,0,1,0,0,9,0.073966675,0.0
682,32,1500,0,1,0,0,10,1.1870818,1.0
683,32,1500,0,1,0,0,11,-0.77095443,-1.0
684,32,1500,0,1,0,0,12,-5.023857,-4.0
685,32,1500,0,1,0,0,13,-0.86346716,0.0
686,32,1500,0,1,0,0,14,3.2208138,4.0
687,32,1500,0,1,0,0,15,-0.84748834,0.0
688,32,1500,0,1,0,0,16,-4.706596,-4.0
689,32,1500,0,1,0,0,17,3.3545153,4.0
690,32,1500,0,1,0,0,18,5.8576837,5.0
691,32,1500,0,1,0,0,19,5.711764,5.0
692,32,1500,0,1,0,0,20,3.6350615,3.0
693,33,1500,0,1,0,0,0,1.3597304,1.0
694,33,1500,0,1,0,0,1,0.43632847,0.0
695,33,1500,0,1,0,0,2,-0.5616021,-1.0
696,33,1500,0,1,0,0,3,0.16822523,0.0
697,33,1500,0,1,0,0,4,1.1717248,1.0
698,33,1500,0,1,0,0,5,-0.7857344,-1.0
699,33,1500,0,1,0,0,6,0.53872615,1.0
700,33,1500,0,1,0,0,7,-0.52792317,0.0
701,33,1500,0,1,0,0,8,-1.4677058,-1.0
702,33,1500,0,1,0,0,9,-0.37492204,0.0
703,33,1500,0,1,0,0,10,0.66399384,1.0
704,33,1500,0,1,0,0,11,-1.3420612,-1.0
705,33,1500,0,1,0,0,12,-4.096196,-4.0
706,33,1500,0,1,0,0,13,0.0025667646,0.0
707,33,1500,0,1,0,0,14,4.0892158,4.0
708,33,1500,0,1,0,0,15,-0.32195085,0.0
709,33,1500,0,1,0,0,16,-4.1750507,-4.0
710,33,1500,0,1,0,0,17,3.8763597,4.0
711,33,1500,0,1,0,0,18,5.2931185,5.0
712,33,1500,0,1,0,0,19,5.1825614,5.0
713,33,1500,0,1,0,0,20,3.104205,3.0
714,34,1500,0,1,0,0,0,0.21441056,1.0
715,34,1500,0,1,0,0,1,-0.76009095,0.0
716,34,1500,0,1,0,0,2,-1.707718,-1.0
717,34,1500,0,1,0,0,3,-0.39808947,0.0
718,34,1500,0,1,0,0,4,0.6687803,1.0
719,34,1500,0,1,0,0,5,-1.3615205,-1.0
720,34,1500,0,1,0,0,6,1.7537012,1.0
721,34,1500,0,1,0,0,7,0.80387425,0.0
722,34,1500,0,1,0,0,8,-0.28486034,-1.0
723,34,1500,0,1,0,0,9,0.5633496,0.0
724,34,1500,0,1,0,0,10,1.5050144,1.0
725,34,1500,0,1,0,0,11,-0.475123,-1.0
726,34,1500,0,1,0,0,12,-3.7872448,-4.0
727,34,1500,0,1,0,0,13,0.33402073,0.0
728,34,1500,0,1,0,0,14,4.3055243,4.0
729,34,1500,0,1,0,0,15,0.3096801,0.0
730,34,1500,0,1,0,0,16,-3.6616383,-4.0
731,34,1500,0,1,0,0,17,4.379169,4.0
732,34,1500,0,1,0,0,18,4.7298465,5.0
733,34,1500,0,1,0,0,19,4.636656,5.0
734,34,1500,0,1,0,0,20,2.6529086,3.0
735,35,1500,0,1,0,0,0,0.777449,1.0
736,35,1500,0,1,0,0,1,-0.21369864,0.0
737,35,1500,0,1,0,0,2,-1.1601062,-1.0
738,35,1500,0,1,0,0,3,-0.053550623,0.0
739,35,1500,0,1,0,0,4,0.96458805,1.0
740,35,1500,0,1,0,0,5,-1.0236596,-1.0
741,35,1500,0,1,0,0,6,0.81551045,1.0
742,35,1500,0,1,0,0,7,-0.15890086,0.0
743,35,1500,0,1,0,0,8,-1.252073,-1.0
744,35,1500,0,1,0,0,9,-0.13697417,0.0
745,35,1500,0,1,0,0,10,0.84829664,1.0
746,35,1500,0,1,0,0,11,-1.2019868,-1.0
747,35,1500,0,1,0,0,12,-5.1649375,-4.0
748,35,1500,0,1,0,0,13,-1.0189947,0.0
749,35,1500,0,1,0,0,14,2.8841076,4.0
750,35,1500,0,1,0,0,15,-0.7747887,0.0
751,35,1500,0,1,0,0,16,-4.6904845,-4.0
752,35,1500,0,1,0,0,17,3.2391536,4.0
753,35,1500,0,1,0,0,18,5.9423437,5.0
754,35,1500,0,1,0,0,19,5.8438687,5.0
755,35,1500,0,1,0,0,20,3.9330761,3.0
756,36,1500,0,1,0,0,0,0.9443461,1.0
757,36,1500,0,1,0,0,1,-0.06995491,0.0
758,36,1500,0,1,0,0,2,-1.097482,-1.0
759,36,1500,0,1,0,0,3,0.43015596,0.0
760,36,1500,0,1,0,0,4,1.3671222,1.0
761,36,1500,0,1,0,0,5,-0.6781565,-1.0
762,36,1500,0,1,0,0,6,0.9455761,1.0
763,36,1500,0,1,0,0,7,-0.02663314,0.0
764,36,1500,0,1,0,0,8,-0.97899675,-1.0
765,36,1500,0,1,0,0,9,-0.5120821,0.0
766,36,1500,0,1,0,0,10,0.56231445,1.0
767,36,1500,0,1,0,0,11,-1.3513383,-1.0
768,36,1500,0,1,0,0,12,-4.3876553,-4.0
769,36,1500,0,1,0,0,13,-0.4126865,0.0
770,36,1500,0,1,0,0,14,3.6574836,4.0
771,36,1500,0,1,0,0,15,-0.1501647,0.0
772,36,1500,0,1,0,0,16,-4.195398,-4.0
773,36,1500,0,1,0,0,17,3.876789,4.0
774,36,1500,0,1,0,0,18,5.255163,5.0
775,36,1500,0,1,0,0,19,5.274561,5.0
776,36,1500,0,1,0,0,20,3.2051773,3.0
777,37,1500,0,1,0,0,0,0.7609206,1.0
778,37,1500,0,1,0,0,1,-0.1650995,0.0
779,37,1500,0,1,0,0,2,-1.1705761,-1.0
780,37,1500,0,1,0,0,3,-0.35372284,0.0
781,37,1500,0,1,0,0,4,0.72928303,1.0
782,37,1500,0,1,0,0,5,-1.2626187,-1.0
783,37,1500,0,1,0,0,6,1.0416044,1.0
784,37,1500,0,1,0,0,7,-0.04382842,0.0
785,37,1500,0,1,0,0,8,-1.0429806,-1.0
786,37,1500,0,1,0,0,9,0.30902043,0.0
787,37,1500,0,1,0,0,10,1.2034085,1.0
788,37,1500,0,1,0,0,11,-0.80425,-1.0
789,37,1500,0,1,0,0,12,-4.918063,-4.0
790,37,1500,0,1,0,0,13,-0.8631836,0.0
791,37,1500,0,1,0,0,14,3.037273,4.0
792,37,1500,0,1,0,0,15,-0.620589,0.0
793,37,1500,0,1,0,0,16,-4.5976,-4.0
794,37,1500,0,1,0,0,17,3.3123016,4.0
795,37,1500,0,1,0,0,18,5.674813,5.0
796,37,1500,0,1,0,0,19,5.6640368,5.0
797,37,1500,0,1,0,0,20,3.742549,3.0
798,38,1500,0,1,0,0,0,1.0695292,1.0
799,38,1500,0,1,0,0,1,0.20944382,0.0
800,38,1500,0,1,0,0,2,-0.83205533,-1.0
801,38,1500,0,1,0,0,3,0.48474652,0.0
802,38,1500,0,1,0,0,4,1.5384868,1.0
803,38,1500,0,1,0,0,5,-0.48541066,-1.0
804,38,1500,0,1,0,0,6,0.88623637,1.0
805,38,1500,0,1,0,0,7,-0.24499623,0.0
806,38,1500,0,1,0,0,8,-1.1504245,-1.0
807,38,1500,0,1,0,0,9,-0.65212494,0.0
808,38,1500,0,1,0,0,10,0.31196266,1.0
809,38,1500,0,1,0,0,11,-1.6054655,-1.0
810,38,1500,0,1,0,0,12,-4.326659,-4.0
811,38,1500,0,1,0,0,13,-0.2929018,0.0
812,38,1500,0,1,0,0,14,3.8585923,4.0
813,38,1500,0,1,0,0,15,-0.5606902,0.0
814,38,1500,0,1,0,0,16,-4.494408,-4.0
815,38,1500,0,1,0,0,17,3.6416671,4.0
816,38,1500,0,1,0,0,18,5.39316,5.0
817,38,1500,0,1,0,0,19,5.3573213,5.0
818,38,1500,0,1,0,0,20,3.2076187,3.0
819,39,1500,0,1,0,0,0,1.4712822,1.0
820,39,1500,0,1,0,0,1,0.5149812,0.0
821,39,1500,0,1,0,0,2,-0.5002093,-1.0
822,39,1500,0,1,0,0,3,0.1468546,0.0
823,39,1500,0,1,0,0,4,1.1726938,1.0
824,39,1500,0,1,0,0,5,-0.79939073,-1.0
825,39,1500,0,1,0,0,6,-0.11173944,1.0
826,39,1500,0,1,0,0,7,-1.142194,0.0
827,39,1500,0,1,0,0,8,-2.1077719,-1.0
828,39,1500,0,1,0,0,9,-0.65425646,0.0
829,39,1500,0,1,0,0,10,0.28438267,1.0
830,39,1500,0,1,0,0,11,-1.690124,-1.0
831,39,1500,0,1,0,0,12,-5.388163,-4.0
832,39,1500,0,1,0,0,13,-1.4111043,0.0
833,39,1500,0,1,0,0,14,2.6768725,4.0
834,39,1500,0,1,0,0,15,-1.2685349,0.0
835,39,1500,0,1,0,0,16,-5.3504376,-4.0
836,39,1500,0,1,0,0,17,2.7865205,4.0
837,39,1500,0,1,0,0,18,6.400335,5.0
838,39,1500,0,1,0,0,19,6.442015,5.0
839,39,1500,0,1,0,0,20,4.335703,3.0
840,40,1500,0,1,0,0,0,0.42860848,1.0
841,40,1500,0,1,0,0,1,-0.5646024,0.0
842,40,1500,0,1,0,0,2,-1.5364295,-1.0
843,40,1500,0,1,0,0,3,0.46111408,0.0
844,40,1500,0,1,0,0,4,1.6217563,1.0
845,40,1500,0,1,0,0,5,-0.43104264,-1.0
846,40,1500,0,1,0,0,6,1.9765505,1.0
847,40,1500,0,1,0,0,7,0.91507745,0.0
848,40,1500,0,1,0,0,8,-0.0062218634,-1.0
849,40,1500,0,1,0,0,9,-0.19905755,0.0
850,40,1500,0,1,0,0,10,0.5425538,1.0
851,40,1500,0,1,0,0,11,-1.2662072,-1.0
852,40,1500,0,1,0,0,12,-2.9770734,-4.0
853,40,1500,0,1,0,0,13,0.9302705,0.0
854,40,1500,0,1,0,0,14,5.1767263,4.0
855,40,1500,0,1,0,0,15,0.89878345,0.0
856,40,1500,0,1,0,0,16,-3.337694,-4.0
857,40,1500,0,1,0,0,17,4.980507,4.0
858,40,1500,0,1,0,0,18,4.074281,5.0
859,40,1500,0,1,0,0,19,4.2480326,5.0
860,40,1500,0,1,0,0,20,1.9540243,3.0
861,41,1500,0,1,0,0,0,0.7512919,1.0
862,41,1500,0,1,0,0,1,-0.32577533,0.0
863,41,1500,0,1,0,0,2,-1.3054488,-1.0
864,41,1500,0,1,0,0,3,0.20040815,0.0
865,41,1500,0,1,0,0,4,1.192489,1.0
866,41,1500,0,1,0,0,5,-0.7482685,-1.0
867,41,1500,0,1,0,0,6,1.232909,1.0
868,41,1500,0,1,0,0,7,0.3047431,0.0
869,41,1500,0,1,0,0,8,-0.7057243,-1.0
870,41,1500,0,1,0,0,9,-0.07799968,0.0
871,41,1500,0,1,0,0,10,0.8674127,1.0
872,41,1500,0,1,0,0,11,-1.1975737,-1.0
873,41,1500,0,1,0,0,12,-3.9641442,-4.0
874,41,1500,0,1,0,0,13,0.07107153,0.0
875,41,1500,0,1,0,0,14,4.1018467,4.0
876,41,1500,0,1,0,0,15,0.27834588,0.0
877,41,1500,0,1,0,0,16,-3.7849061,-4.0
878,41,1500,0,1,0,0,17,4.219377,4.0
879,41,1500,0,1,0,0,18,4.8560987,5.0
880,41,1500,0,1,0,0,19,4.891139,5.0
881,41,1500,0,1,0,0,20,2.884706,3.0
882,42,1500,0,1,0,0,0,0.77063316,1.0
883,42,1500,0,1,0,0,1,-0.18805026,0.0
884,42,1500,0,1,0,0,2,-1.2442057,-1.0
885,42,1500,0,1,0,0,3,-0.08135103,0.0
886,42,1500,0,1,0,0,4,1.0920058,1.0
887,42,1500,0,1,0,0,5,-0.9512885,-1.0
888,42,1500,0,1,0,0,6,1.2478019,1.0
889,42,1500,0,1,0,0,7,0.19683526,0.0
890,42,1500,0,1,0,0,8,-0.74122953,-1.0
891,42,1500,0,1,0,0,9,0.039972257,0.0
892,42,1500,0,1,0,0,10,0.8498891,1.0
893,42,1500,0,1,0,0,11,-1.1160132,-1.0
894,42,1500,0,1,0,0,12,-3.9802825,-4.0
895,42,1500,0,1,0,0,13,0.08018036,0.0
896,42,1500,0,1,0,0,14,4.0381875,4.0
897,42,1500,0,1,0,0,15,0.07311237,0.0
898,42,1500,0,1,0,0,16,-3.9515867,-4.0
899,42,1500,0,1,0,0,17,4.0082073,4.0
900,42,1500,0,1,0,0,18,4.9098077,5.0
901,42,1500,0,1,0,0,19,4.920143,5.0
902,42,1500,0,1,0,0,20,2.9492538,3.0
903,43,1500,0,1,0,0,0,1.0956249,1.0
904,43,1500,0,1,0,0,1,0.018094704,0.0
905,43,1500,0,1,0,0,2,-0.8804781,-1.0
906,43,1500,0,1,0,0,3,-0.28523356,0.0
907,43,1500,0,1,0,0,4,0.72499144,1.0
908,43,1500,0,1,0,0,5,-1.2701827,-1.0
909,43,1500,0,1,0,0,6,0.81018263,1.0
910,43,1500,0,1,0,0,7,-0.08079368,0.0
911,43,1500,0,1,0,0,8,-1.2272393,-1.0
912,43,1500,0,1,0,0,9,0.24143407,0.0
913,43,1500,0,1,0,0,10,1.1996841,1.0
914,43,1500,0,1,0,0,11,-0.809743,-1.0
915,43,1500,0,1,0,0,12,-4.1518445,-4.0
916,43,1500,0,1,0,0,13,-0.17959638,0.0
917,43,1500,0,1,0,0,14,3.8021839,4.0
918,43,1500,0,1,0,0,15,-0.0045961305,0.0
919,43,1500,0,1,0,0,16,-4.1183248,-4.0
920,43,1500,0,1,0,0,17,3.9192638,4.0
921,43,1500,0,1,0,0,18,5.1081214,5.0
922,43,1500,0,1,0,0,19,5.1552315,5.0
923,43,1500,0,1,0,0,20,3.1645684,3.0
924,44,1500,0,1,0,0,0,0.8129853,1.0
925,44,1500,0,1,0,0,1,-0.084879234,0.0
926,44,1500,0,1,0,0,2,-1.0880699,-1.0
927,44,1500,0,1,0,0,3,-0.3151566,0.0
928,44,1500,0,1,0,0,4,0.7449334,1.0
929,44,1500,0,1,0,0,5,-1.2375188,-1.0
930,44,1500,0,1,0,0,6,1.4343961,1.0
931,44,1500,0,1,0,0,7,0.3281911,0.0
932,44,1500,0,1,0,0,8,-0.67450273,-1.0
933,44,1500,0,1,0,0,9,0.3847529,0.0
934,44,1500,0,1,0,0,10,1.3106784,1.0
935,44,1500,0,1,0,0,11,-0.6908534,-1.0
936,44,1500,0,1,0,0,12,-3.7703664,-4.0
937,44,1500,0,1,0,0,13,0.2424969,0.0
938,44,1500,0,1,0,0,14,4.2544613,4.0
939,44,1500,0,1,0,0,15,0.028230902,0.0
940,44,1500,0,1,0,0,16,-3.981409,-4.0
941,44,1500,0,1,0,0,17,4.033057,4.0
942,44,1500,0,1,0,0,18,4.7761383,5.0
943,44,1500,0,1,0,0,19,4.7916183,5.0
944,44,1500,0,1,0,0,20,2.779657,3.0
945,45,1500,0,1,0,0,0,0.5927135,1.0
946,45,1500,0,1,0,0,1,-0.42857984,0.0
947,45,1500,0,1,0,0,2,-1.4891982,-1.0
948,45,1500,0,1,0,0,3,-0.5964028,0.0
949,45,1500,0,1,0,0,4,0.412522,1.0
950,45,1500,0,1,0,0,5,-1.5898083,-1.0
951,45,1500,0,1,0,0,6,1.3893137,1.0
952,45,1500,0,1,0,0,7,0.36889356,0.0
953,45,1500,0,1,0,0,8,-0.5688075,-1.0
954,45,1500,0,1,0,0,9,0.71387666,0.0
955,45,1500,0,1,0,0,10,1.6697967,1.0
956,45,1500,0,1,0,0,11,-0.3029518,-1.0
957,45,1500,0,1,0,0,12,-4.273501,-4.0
958,45,1500,0,1,0,0,13,-0.28898087,0.0
959,45,1500,0,1,0,0,14,3.702765,4.0
960,45,1500,0,1,0,0,15,-0.19207677,0.0
961,45,1500,0,1,0,0,16,-4.18977,-4.0
962,45,1500,0,1,0,0,17,3.8059247,4.0
963,45,1500,0,1,0,0,18,5.119099,5.0
964,45,1500,0,1,0,0,19,5.1570845,5.0
965,45,1500,0,1,0,0,20,3.1397083,3.0
966,46,1500,0,1,0,0,0,1.6249015,1.0
967,46,1500,0,1,0,0,1,0.59950274,0.0
968,46,1500,0,1,0,0,2,-0.36016676,-1.0
969,46,1500,0,1,0,0,3,-0.06997492,0.0
970,46,1500,0,1,0,0,4,0.9432458,1.0
971,46,1500,0,1,0,0,5,-1.0764256,-1.0
972,46,1500,0,1,0,0,6,0.54681855,1.0
973,46,1500,0,1,0,0,7,-0.4341004,0.0
974,46,1500,0,1,0,0,8,-1.4346051,-1.0
975,46,1500,0,1,0,0,9,0.1438412,0.0
976,46,1500,0,1,0,0,10,1.1295385,1.0
977,46,1500,0,1,0,0,11,-0.83866715,-1.0
978,46,1500,0,1,0,0,12,-3.5786917,-4.0
979,46,1500,0,1,0,0,13,0.40533498,0.0
980,46,1500,0,1,0,0,14,4.4817634,4.0
981,46,1500,0,1,0,0,15,0.5125994,0.0
982,46,1500,0,1,0,0,16,-3.4823306,-4.0
983,46,1500,0,1,0,0,17,4.566224,4.0
984,46,1500,0,1,0,0,18,4.5796347,5.0
985,46,1500,0,1,0,0,19,4.58295,5.0
986,46,1500,0,1,0,0,20,2.5164263,3.0
987,47,1500,0,1,0,0,0,0.5060336,1.0
988,47,1500,0,1,0,0,1,-0.4558476,0.0
989,47,1500,0,1,0,0,2,-1.4461682,-1.0
990,47,1500,0,1,0,0,3,-0.33154485,0.0
991,47,1500,0,1,0,0,4,0.7293026,1.0
992,47,1500,0,1,0,0,5,-1.3051715,-1.0
993,47,1500,0,1,0,0,6,1.5731853,1.0
994,47,1500,0,1,0,0,7,0.5720797,0.0
995,47,1500,0,1,0,0,8,-0.47129738,-1.0
996,47,1500,0,1,0,0,9,0.17851551,0.0
997,47,1500,0,1,0,0,10,1.0946602,1.0
998,47,1500,0,1,0,0,11,-0.8822359,-1.0
999,47,1500,0,1,0,0,12,-3.9808943,-4.0
1000,47,1500,0,1,0,0,13,0.15069102,0.0
1001,47,1500,0,1,0,0,14,4.09396,4.0
1002,47,1500,0,1,0,0,15,-0.22143571,0.0
1003,47,1500,0,1,0,0,16,-4.1421623,-4.0
1004,47,1500,0,1,0,0,17,3.7947567,4.0
1005,47,1500,0,1,0,0,18,5.063318,5.0
1006,47,1500,0,1,0,0,19,4.986204,5.0
