,seed,nodes,constrained,method_OL,method_OA,method_NO,component,B_est,B_real
1007,47,1500,0,1,0,0,20,3.0384536,3.0
1008,48,1500,0,1,0,0,0,1.6704514,1.0
1009,48,1500,0,1,0,0,1,0.6905607,0.0
1010,48,1500,0,1,0,0,2,-0.39355227,-1.0
1011,48,1500,0,1,0,0,3,0.43346453,0.0
1012,48,1500,0,1,0,0,4,1.3851532,1.0
1013,48,1500,0,1,0,0,5,-0.6204255,-1.0
1014,48,1500,0,1,0,0,6,0.17028587,1.0
1015,48,1500,0,1,0,0,7,-0.8898305,0.0
1016,48,1500,0,1,0,0,8,-1.7655369,-1.0
1017,48,1500,0,1,0,0,9,-0.59004605,0.0
1018,48,1500,0,1,0,0,10,0.42450804,1.0
1019,48,1500,0,1,0,0,11,-1.5452155,-1.0
1020,48,1500,0,1,0,0,12,-4.2641907,-4.0
1021,48,1500,0,1,0,0,13,-0.38853922,0.0
1022,48,1500,0,1,0,0,14,3.7340963,4.0
1023,48,1500,0,1,0,0,15,-0.2881643,0.0
1024,48,1500,0,1,0,0,16,-4.3628383,-4.0
1025,48,1500,0,1,0,0,17,3.6997182,4.0
1026,48,1500,0,1,0,0,18,5.351886,5.0
1027,48,1500,0,1,0,0,19,5.4544325,5.0
1028,48,1500,0,1,0,0,20,3.3530822,3.0
1029,49,1500,0,1,0,0,0,0.13135132,1.0
1030,49,1500,0,1,0,0,1,-0.81804544,0.0
1031,49,1500,0,1,0,0,2,-1.8597897,-1.0
1032,49,1500,0,1,0,0,3,-0.57213396,0.0
1033,49,1500,0,1,0,0,4,0.49417007,1.0
1034,49,1500,0,1,0,0,5,-1.5116473,-1.0
1035,49,1500,0,1,0,0,6,1.8970064,1.0
1036,49,1500,0,1,0,0,7,0.8753609,0.0
1037,49,1500,0,1,0,0,8,-0.10141842,-1.0
1038,49,1500,0,1,0,0,9,0.48730892,0.0
1039,49,1500,0,1,0,0,10,1.4653318,1.0
1040,49,1500,0,1,0,0,11,-0.6051091,-1.0
1041,49,1500,0,1,0,0,12,-3.9340997,-4.0
1042,49,1500,0,1,0,0,13,0.20832843,0.0
1043,49,1500,0,1,0,0,14,4.0495577,4.0
1044,49,1500,0,1,0,0,15,-0.20378424,0.0
1045,49,1500,0,1,0,0,16,-4.0762844,-4.0
1046,49,1500,0,1,0,0,17,3.7074556,4.0
1047,49,1500,0,1,0,0,18,5.0484242,5.0
1048,49,1500,0,1,0,0,19,4.925465,5.0
1049,49,1500,0,1,0,0,20,3.099068,3.0
1050,50,1500,0,1,0,0,0,0.6880077,1.0
1051,50,1500,0,1,0,0,1,-0.37881204,0.0
1052,50,1500,0,1,0,0,2,-1.2985171,-1.0
1053,50,1500,0,1,0,0,3,-0.59751654,0.0
1054,50,1500,0,1,0,0,4,0.29297152,1.0
1055,50,1500,0,1,0,0,5,-1.6152174,-1.0
1056,50,1500,0,1,0,0,6,1.4256121,1.0
1057,50,1500,0,1,0,0,7,0.5001368,0.0
1058,50,1500,0,1,0,0,8,-0.5955936,-1.0
1059,50,1500,0,1,0,0,9,0.37405568,0.0
1060,50,1500,0,1,0,0,10,1.5536417,1.0
1061,50,1500,0,1,0,0,11,-0.5710676,-1.0
1062,50,1500,0,1,0,0,12,-4.3418093,-4.0
1063,50,1500,0,1,0,0,13,-0.30173656,0.0
1064,50,1500,0,1,0,0,14,3.6651757,4.0
1065,50,1500,0,1,0,0,15,-0.5432962,0.0
1066,50,1500,0,1,0,0,16,-4.427844,-4.0
1067,50,1500,0,1,0,0,17,3.5314462,4.0
1068,50,1500,0,1,0,0,18,5.4081,5.0
1069,50,1500,0,1,0,0,19,5.317469,5.0
1070,50,1500,0,1,0,0,20,3.3688111,3.0
1071,51,1500,0,1,0,0,0,1.0157965,1.0
1072,51,1500,0,1,0,0,1,0.22667137,0.0
1073,51,1500,0,1,0,0,2,-0.83844256,-1.0
1074,51,1500,0,1,0,0,3,0.07729272,0.0
1075,51,1500,0,1,0,0,4,1.0640966,1.0
1076,51,1500,0,1,0,0,5,-0.89018977,-1.0
1077,51,1500,0,1,0,0,6,0.9933115,1.0
1078,51,1500,0,1,0,0,7,-0.263735,0.0
1079,51,1500,0,1,0,0,8,-1.169188,-1.0
1080,51,1500,0,1,0,0,9,-0.19079965,0.0
1081,51,1500,0,1,0,0,10,0.84527284,1.0
1082,51,1500,0,1,0,0,11,-1.1893706,-1.0
1083,51,1500,0,1,0,0,12,-4.5102572,-4.0
1084,51,1500,0,1,0,0,13,-0.54546297,0.0
1085,51,1500,0,1,0,0,14,3.439022,4.0
1086,51,1500,0,1,0,0,15,-0.51442784,0.0
1087,51,1500,0,1,0,0,16,-4.4800863,-4.0
1088,51,1500,0,1,0,0,17,3.4960413,4.0
1089,51,1500,0,1,0,0,18,5.4684014,5.0
1090,51,1500,0,1,0,0,19,5.4785542,5.0
1091,51,1500,0,1,0,0,20,3.4828267,3.0
1092,52,1500,0,1,0,0,0,1.1851634,1.0
1093,52,1500,0,1,0,0,1,0.19735463,0.0
1094,52,1500,0,1,0,0,2,-0.78615606,-1.0
1095,52,1500,0,1,0,0,3,0.3543648,0.0
1096,52,1500,0,1,0,0,4,1.4161409,1.0
1097,52,1500,0,1,0,0,5,-0.63196295,-1.0
1098,52,1500,0,1,0,0,6,0.6804557,1.0
1099,52,1500,0,1,0,0,7,-0.30157375,0.0
1100,52,1500,0,1,0,0,8,-1.3839155,-1.0
1101,52,1500,0,1,0,0,9,-0.5504606,0.0
1102,52,1500,0,1,0,0,10,0.3865417,1.0
1103,52,1500,0,1,0,0,11,-1.5997283,-1.0
1104,52,1500,0,1,0,0,12,-4.349916,-4.0
1105,52,1500,0,1,0,0,13,-0.32888767,0.0
1106,52,1500,0,1,0,0,14,3.582249,4.0
1107,52,1500,0,1,0,0,15,-0.4568618,0.0
1108,52,1500,0,1,0,0,16,-4.493423,-4.0
1109,52,1500,0,1,0,0,17,3.4718244,4.0
1110,52,1500,0,1,0,0,18,5.4266443,5.0
1111,52,1500,0,1,0,0,19,5.4143634,5.0
1112,52,1500,0,1,0,0,20,3.49713,3.0
1113,53,1500,0,1,0,0,0,0.89821714,1.0
1114,53,1500,0,1,0,0,1,-0.23584066,0.0
1115,53,1500,0,1,0,0,2,-1.1702131,-1.0
1116,53,1500,0,1,0,0,3,0.042290997,0.0
1117,53,1500,0,1,0,0,4,1.1220846,1.0
1118,53,1500,0,1,0,0,5,-0.9536289,-1.0
1119,53,1500,0,1,0,0,6,1.4048349,1.0
1120,53,1500,0,1,0,0,7,0.4910839,0.0
1121,53,1500,0,1,0,0,8,-0.5520588,-1.0
1122,53,1500,0,1,0,0,9,0.26985174,0.0
1123,53,1500,0,1,0,0,10,1.157392,1.0
1124,53,1500,0,1,0,0,11,-0.7611699,-1.0
1125,53,1500,0,1,0,0,12,-3.6317363,-4.0
1126,53,1500,0,1,0,0,13,0.2731738,0.0
1127,53,1500,0,1,0,0,14,4.2392344,4.0
1128,53,1500,0,1,0,0,15,0.34143552,0.0
1129,53,1500,0,1,0,0,16,-3.7553742,-4.0
1130,53,1500,0,1,0,0,17,4.209535,4.0
1131,53,1500,0,1,0,0,18,4.5290923,5.0
1132,53,1500,0,1,0,0,19,4.616247,5.0
1133,53,1500,0,1,0,0,20,2.640569,3.0
1134,54,1500,0,1,0,0,0,1.5288615,1.0
1135,54,1500,0,1,0,0,1,0.49835798,0.0
1136,54,1500,0,1,0,0,2,-0.46000046,-1.0
1137,54,1500,0,1,0,0,3,0.09234663,0.0
1138,54,1500,0,1,0,0,4,0.9828621,1.0
1139,54,1500,0,1,0,0,5,-0.99050736,-1.0
1140,54,1500,0,1,0,0,6,0.4526232,1.0
1141,54,1500,0,1,0,0,7,-0.52979505,0.0
1142,54,1500,0,1,0,0,8,-1.5640894,-1.0
1143,54,1500,0,1,0,0,9,0.1719504,0.0
1144,54,1500,0,1,0,0,10,1.2786692,1.0
1145,54,1500,0,1,0,0,11,-0.71431375,-1.0
1146,54,1500,0,1,0,0,12,-4.066076,-4.0
1147,54,1500,0,1,0,0,13,-0.101550095,0.0
1148,54,1500,0,1,0,0,14,3.8828924,4.0
1149,54,1500,0,1,0,0,15,0.52806014,0.0
1150,54,1500,0,1,0,0,16,-3.5109649,-4.0
1151,54,1500,0,1,0,0,17,4.5487657,4.0
1152,54,1500,0,1,0,0,18,4.744123,5.0
1153,54,1500,0,1,0,0,19,4.770839,5.0
1154,54,1500,0,1,0,0,20,2.7489588,3.0
1155,55,1500,0,1,0,0,0,0.5600027,1.0
1156,55,1500,0,1,0,0,1,-0.4487903,0.0
1157,55,1500,0,1,0,0,2,-1.3937151,-1.0
1158,55,1500,0,1,0,0,3,-0.5211229,0.0
1159,55,1500,0,1,0,0,4,0.49324414,1.0
1160,55,1500,0,1,0,0,5,-1.5309836,-1.0
1161,55,1500,0,1,0,0,6,1.6209083,1.0
1162,55,1500,0,1,0,0,7,0.6900367,0.0
1163,55,1500,0,1,0,0,8,-0.3876218,-1.0
1164,55,1500,0,1,0,0,9,0.6662834,0.0
1165,55,1500,0,1,0,0,10,1.6800277,1.0
1166,55,1500,0,1,0,0,11,-0.30244207,-1.0
1167,55,1500,0,1,0,0,12,-3.907144,-4.0
1168,55,1500,0,1,0,0,13,0.22663124,0.0
1169,55,1500,0,1,0,0,14,4.1549516,4.0
1170,55,1500,0,1,0,0,15,0.09285798,0.0
1171,55,1500,0,1,0,0,16,-3.803759,-4.0
1172,55,1500,0,1,0,0,17,4.14391,4.0
1173,55,1500,0,1,0,0,18,4.7867703,5.0
1174,55,1500,0,1,0,0,19,4.6750116,5.0
1175,55,1500,0,1,0,0,20,2.7314875,3.0
1176,56,1500,0,1,0,0,0,0.7995504,1.0
1177,56,1500,0,1,0,0,1,-0.30235916,0.0
1178,56,1500,0,1,0,0,2,-1.3661435,-1.0
1179,56,1500,0,1,0,0,3,0.11923401,0.0
1180,56,1500,0,1,0,0,4,1.0720891,1.0
1181,56,1500,0,1,0,0,5,-0.90549576,-1.0
1182,56,1500,0,1,0,0,6,1.2404191,1.0
1183,56,1500,0,1,0,0,7,0.3197265,0.0
1184,56,1500,0,1,0,0,8,-0.613865,-1.0
1185,56,1500,0,1,0,0,9,-0.06823433,0.0
1186,56,1500,0,1,0,0,10,0.96715295,1.0
1187,56,1500,0,1,0,0,11,-1.0593581,-1.0
1188,56,1500,0,1,0,0,12,-4.0020733,-4.0
1189,56,1500,0,1,0,0,13,-0.033639915,0.0
1190,56,1500,0,1,0,0,14,3.9451065,4.0
1191,56,1500,0,1,0,0,15,-0.25076678,0.0
1192,56,1500,0,1,0,0,16,-4.270186,-4.0
1193,56,1500,0,1,0,0,17,3.6913733,4.0
1194,56,1500,0,1,0,0,18,5.095568,5.0
1195,56,1500,0,1,0,0,19,5.13065,5.0
1196,56,1500,0,1,0,0,20,3.1486576,3.0
1197,57,1500,0,1,0,0,0,0.6321357,1.0
1198,57,1500,0,1,0,0,1,-0.34187517,0.0
1199,57,1500,0,1,0,0,2,-1.3440611,-1.0
1200,57,1500,0,1,0,0,3,0.0247096,0.0
1201,57,1500,0,1,0,0,4,1.000257,1.0
1202,57,1500,0,1,0,0,5,-0.9220187,-1.0
1203,57,1500,0,1,0,0,6,1.5355865,1.0
1204,57,1500,0,1,0,0,7,0.47877192,0.0
1205,57,1500,0,1,0,0,8,-0.48274213,-1.0
1206,57,1500,0,1,0,0,9,-0.10139737,0.0
1207,57,1500,0,1,0,0,10,0.9119893,1.0
1208,57,1500,0,1,0,0,11,-1.1503097,-1.0
1209,57,1500,0,1,0,0,12,-3.2095723,-4.0
1210,57,1500,0,1,0,0,13,0.6871487,0.0
1211,57,1500,0,1,0,0,14,4.8157916,4.0
1212,57,1500,0,1,0,0,15,0.34861898,0.0
1213,57,1500,0,1,0,0,16,-3.6641266,-4.0
1214,57,1500,0,1,0,0,17,4.3902655,4.0
1215,57,1500,0,1,0,0,18,4.5782323,5.0
1216,57,1500,0,1,0,0,19,4.6390743,5.0
1217,57,1500,0,1,0,0,20,2.5399861,3.0
1218,58,1500,0,1,0,0,0,1.015547,1.0
1219,58,1500,0,1,0,0,1,0.04694577,0.0
1220,58,1500,0,1,0,0,2,-1.0011384,-1.0
1221,58,1500,0,1,0,0,3,-0.16555567,0.0
1222,58,1500,0,1,0,0,4,0.91533846,1.0
1223,58,1500,0,1,0,0,5,-1.1476498,-1.0
1224,58,1500,0,1,0,0,6,1.0175971,1.0
1225,58,1500,0,1,0,0,7,-0.013917922,0.0
1226,58,1500,0,1,0,0,8,-0.9491422,-1.0
1227,58,1500,0,1,0,0,9,0.42002374,0.0
1228,58,1500,0,1,0,0,10,1.3361831,1.0
1229,58,1500,0,1,0,0,11,-0.60037917,-1.0
1230,58,1500,0,1,0,0,12,-3.6234782,-4.0
1231,58,1500,0,1,0,0,13,0.43469366,0.0
1232,58,1500,0,1,0,0,14,4.4219427,4.0
1233,58,1500,0,1,0,0,15,0.46090272,0.0
1234,58,1500,0,1,0,0,16,-3.4746737,-4.0
1235,58,1500,0,1,0,0,17,4.5022755,4.0
1236,58,1500,0,1,0,0,18,4.593131,5.0
1237,58,1500,0,1,0,0,19,4.555898,5.0
1238,58,1500,0,1,0,0,20,2.5588667,3.0
1239,59,1500,0,1,0,0,0,0.72285956,1.0
1240,59,1500,0,1,0,0,1,-0.3286462,0.0
1241,59,1500,0,1,0,0,2,-1.3799844,-1.0
1242,59,1500,0,1,0,0,3,-0.21787561,0.0
1243,59,1500,0,1,0,0,4,0.7907003,1.0
1244,59,1500,0,1,0,0,5,-1.2884771,-1.0
1245,59,1500,0,1,0,0,6,1.2444041,1.0
1246,59,1500,0,1,0,0,7,0.32491174,0.0
1247,59,1500,0,1,0,0,8,-0.63318974,-1.0
1248,59,1500,0,1,0,0,9,0.14142814,0.0
1249,59,1500,0,1,0,0,10,1.1355517,1.0
1250,59,1500,0,1,0,0,11,-0.8091114,-1.0
1251,59,1500,0,1,0,0,12,-4.36949,-4.0
1252,59,1500,0,1,0,0,13,-0.30677587,0.0
1253,59,1500,0,1,0,0,14,3.6408165,4.0
1254,59,1500,0,1,0,0,15,-0.45624575,0.0
1255,59,1500,0,1,0,0,16,-4.3790445,-4.0
1256,59,1500,0,1,0,0,17,3.5379004,4.0
1257,59,1500,0,1,0,0,18,5.3469763,5.0
1258,59,1500,0,1,0,0,19,5.286036,5.0
1259,59,1500,0,1,0,0,20,3.3349683,3.0
1260,60,1500,0,1,0,0,0,1.1221471,1.0
1261,60,1500,0,1,0,0,1,0.27402952,0.0
1262,60,1500,0,1,0,0,2,-0.88278,-1.0
1263,60,1500,0,1,0,0,3,-0.15405165,0.0
1264,60,1500,0,1,0,0,4,0.9291821,1.0
1265,60,1500,0,1,0,0,5,-1.1011821,-1.0
1266,60,1500,0,1,0,0,6,0.55204624,1.0
1267,60,1500,0,1,0,0,7,-0.6372211,0.0
1268,60,1500,0,1,0,0,8,-1.4135003,-1.0
1269,60,1500,0,1,0,0,9,-0.18906675,0.0
1270,60,1500,0,1,0,0,10,0.713707,1.0
1271,60,1500,0,1,0,0,11,-1.1914222,-1.0
1272,60,1500,0,1,0,0,12,-4.864749,-4.0
1273,60,1500,0,1,0,0,13,-0.9286241,0.0
1274,60,1500,0,1,0,0,14,3.2176037,4.0
1275,60,1500,0,1,0,0,15,-0.80593044,0.0
1276,60,1500,0,1,0,0,16,-4.849241,-4.0
1277,60,1500,0,1,0,0,17,3.2486567,4.0
1278,60,1500,0,1,0,0,18,5.82962,5.0
1279,60,1500,0,1,0,0,19,5.8965473,5.0
1280,60,1500,0,1,0,0,20,3.7495723,3.0
1281,61,1500,0,1,0,0,0,0.6080735,1.0
1282,61,1500,0,1,0,0,1,-0.39402664,0.0
1283,61,1500,0,1,0,0,2,-1.3688614,-1.0
1284,61,1500,0,1,0,0,3,-0.4662499,0.0
1285,61,1500,0,1,0,0,4,0.52212465,1.0
1286,61,1500,0,1,0,0,5,-1.3696783,-1.0
1287,61,1500,0,1,0,0,6,1.2982925,1.0
1288,61,1500,0,1,0,0,7,0.1881878,0.0
1289,61,1500,0,1,0,0,8,-0.7079778,-1.0
1290,61,1500,0,1,0,0,9,0.65195066,0.0
1291,61,1500,0,1,0,0,10,1.5358838,1.0
1292,61,1500,0,1,0,0,11,-0.5086529,-1.0
1293,61,1500,0,1,0,0,12,-4.395436,-4.0
1294,61,1500,0,1,0,0,13,-0.61227745,0.0
1295,61,1500,0,1,0,0,14,3.6244173,4.0
1296,61,1500,0,1,0,0,15,-0.26039657,0.0
1297,61,1500,0,1,0,0,16,-4.5238514,-4.0
1298,61,1500,0,1,0,0,17,3.6714716,4.0
1299,61,1500,0,1,0,0,18,5.1974936,5.0
1300,61,1500,0,1,0,0,19,5.4553747,5.0
1301,61,1500,0,1,0,0,20,3.2340531,3.0
1302,62,1500,0,1,0,0,0,1.3764079,1.0
1303,62,1500,0,1,0,0,1,0.2661986,0.0
1304,62,1500,0,1,0,0,2,-0.69447684,-1.0
1305,62,1500,0,1,0,0,3,0.15644783,0.0
1306,62,1500,0,1,0,0,4,1.079581,1.0
1307,62,1500,0,1,0,0,5,-0.8673521,-1.0
1308,62,1500,0,1,0,0,6,0.6742449,1.0
1309,62,1500,0,1,0,0,7,-0.1965801,0.0
1310,62,1500,0,1,0,0,8,-1.2929344,-1.0
1311,62,1500,0,1,0,0,9,-0.034991425,0.0
1312,62,1500,0,1,0,0,10,1.0296087,1.0
1313,62,1500,0,1,0,0,11,-1.063095,-1.0
1314,62,1500,0,1,0,0,12,-4.117808,-4.0
1315,62,1500,0,1,0,0,13,-0.11144538,0.0
1316,62,1500,0,1,0,0,14,3.8403482,4.0
1317,62,1500,0,1,0,0,15,0.055855367,0.0
1318,62,1500,0,1,0,0,16,-3.9831133,-4.0
1319,62,1500,0,1,0,0,17,3.9811983,4.0
1320,62,1500,0,1,0,0,18,4.9782786,5.0
1321,62,1500,0,1,0,0,19,4.985604,5.0
1322,62,1500,0,1,0,0,20,3.046401,3.0
1323,63,1500,0,1,0,0,0,0.9045768,1.0
1324,63,1500,0,1,0,0,1,-0.13601352,0.0
1325,63,1500,0,1,0,0,2,-1.1467508,-1.0
1326,63,1500,0,1,0,0,3,-0.60556215,0.0
1327,63,1500,0,1,0,0,4,0.4761119,1.0
1328,63,1500,0,1,0,0,5,-1.6115541,-1.0
1329,63,1500,0,1,0,0,6,0.5238002,1.0
1330,63,1500,0,1,0,0,7,-0.43293557,0.0
1331,63,1500,0,1,0,0,8,-1.4529803,-1.0
1332,63,1500,0,1,0,0,9,0.2022399,0.0
1333,63,1500,0,1,0,0,10,1.1001672,1.0
1334,63,1500,0,1,0,0,11,-0.831344,-1.0
1335,63,1500,0,1,0,0,12,-4.8766737,-4.0
1336,63,1500,0,1,0,0,13,-0.8797618,0.0
1337,63,1500,0,1,0,0,14,3.052305,4.0
1338,63,1500,0,1,0,0,15,-0.68239045,0.0
1339,63,1500,0,1,0,0,16,-4.736757,-4.0
1340,63,1500,0,1,0,0,17,3.2354834,4.0
1341,63,1500,0,1,0,0,18,5.9377594,5.0
1342,63,1500,0,1,0,0,19,5.9592867,5.0
1343,63,1500,0,1,0,0,20,4.021384,3.0
1344,64,1500,0,1,0,0,0,1.0012035,1.0
1345,64,1500,0,1,0,0,1,0.13752373,0.0
1346,64,1500,0,1,0,0,2,-0.8348018,-1.0
1347,64,1500,0,1,0,0,3,0.47880086,0.0
1348,64,1500,0,1,0,0,4,1.512415,1.0
1349,64,1500,0,1,0,0,5,-0.4576753,-1.0
1350,64,1500,0,1,0,0,6,0.8256567,1.0
1351,64,1500,0,1,0,0,7,-0.25852278,0.0
1352,64,1500,0,1,0,0,8,-1.3045824,-1.0
1353,64,1500,0,1,0,0,9,-0.5633662,0.0
1354,64,1500,0,1,0,0,10,0.4189156,1.0
1355,64,1500,0,1,0,0,11,-1.6207737,-1.0
1356,64,1500,0,1,0,0,12,-4.3446746,-4.0
1357,64,1500,0,1,0,0,13,-0.25232613,0.0
1358,64,1500,0,1,0,0,14,3.7587297,4.0
1359,64,1500,0,1,0,0,15,-0.2555982,0.0
1360,64,1500,0,1,0,0,16,-4.191406,-4.0
1361,64,1500,0,1,0,0,17,3.871289,4.0
1362,64,1500,0,1,0,0,18,5.3210754,5.0
1363,64,1500,0,1,0,0,19,5.228699,5.0
1364,64,1500,0,1,0,0,20,3.2122514,3.0
1365,65,1500,0,1,0,0,0,1.2180018,1.0
1366,65,1500,0,1,0,0,1,0.2530455,0.0
1367,65,1500,0,1,0,0,2,-0.77596605,-1.0
1368,65,1500,0,1,0,0,3,-0.075079925,0.0
1369,65,1500,0,1,0,0,4,0.83246714,1.0
1370,65,1500,0,1,0,0,5,-1.1798439,-1.0
1371,65,1500,0,1,0,0,6,0.6077277,1.0
1372,65,1500,0,1,0,0,7,-0.36178607,0.0
1373,65,1500,0,1,0,0,8,-1.384954,-1.0
1374,65,1500,0,1,0,0,9,-0.18738565,0.0
1375,65,1500,0,1,0,0,10,0.9397747,1.0
1376,65,1500,0,1,0,0,11,-1.0721616,-1.0
1377,65,1500,0,1,0,0,12,-4.077017,-4.0
1378,65,1500,0,1,0,0,13,-0.011637352,0.0
1379,65,1500,0,1,0,0,14,3.903925,4.0
1380,65,1500,0,1,0,0,15,-0.34326428,0.0
1381,65,1500,0,1,0,0,16,-4.323615,-4.0
1382,65,1500,0,1,0,0,17,3.6549366,4.0
1383,65,1500,0,1,0,0,18,5.3324504,5.0
1384,65,1500,0,1,0,0,19,5.2629066,5.0
1385,65,1500,0,1,0,0,20,3.3317194,3.0
1386,66,1500,0,1,0,0,0,0.78429836,1.0
1387,66,1500,0,1,0,0,1,-0.24554062,0.0
1388,66,1500,0,1,0,0,2,-1.1811252,-1.0
1389,66,1500,0,1,0,0,3,-0.53654397,0.0
1390,66,1500,0,1,0,0,4,0.4834833,1.0
1391,66,1500,0,1,0,0,5,-1.5378249,-1.0
1392,66,1500,0,1,0,0,6,1.105079,1.0
1393,66,1500,0,1,0,0,7,0.19412208,0.0
1394,66,1500,0,1,0,0,8,-0.94336677,-1.0
1395,66,1500,0,1,0,0,9,0.37664402,0.0
1396,66,1500,0,1,0,0,10,1.4368743,1.0
1397,66,1500,0,1,0,0,11,-0.6008833,-1.0
1398,66,1500,0,1,0,0,12,-4.4531054,-4.0
1399,66,1500,0,1,0,0,13,-0.3736271,0.0
1400,66,1500,0,1,0,0,14,3.4939754,4.0
1401,66,1500,0,1,0,0,15,-0.2482308,0.0
1402,66,1500,0,1,0,0,16,-4.1109505,-4.0
1403,66,1500,0,1,0,0,17,3.7968917,4.0
1404,66,1500,0,1,0,0,18,5.3681974,5.0
1405,66,1500,0,1,0,0,19,5.2334948,5.0
1406,66,1500,0,1,0,0,20,3.357864,3.0
1407,67,1500,0,1,0,0,0,0.95963335,1.0
1408,67,1500,0,1,0,0,1,-0.1212341,0.0
1409,67,1500,0,1,0,0,2,-1.1052738,-1.0
1410,67,1500,0,1,0,0,3,-0.12712358,0.0
1411,67,1500,0,1,0,0,4,0.97902346,1.0
1412,67,1500,0,1,0,0,5,-1.1168091,-1.0
1413,67,1500,0,1,0,0,6,0.86793643,1.0
1414,67,1500,0,1,0,0,7,-0.03831673,0.0
1415,67,1500,0,1,0,0,8,-1.0517946,-1.0
1416,67,1500,0,1,0,0,9,-0.027951362,0.0
1417,67,1500,0,1,0,0,10,0.8400606,1.0
1418,67,1500,0,1,0,0,11,-1.0419163,-1.0
1419,67,1500,0,1,0,0,12,-4.3035965,-4.0
1420,67,1500,0,1,0,0,13,-0.29320025,0.0
1421,67,1500,0,1,0,0,14,3.7600884,4.0
1422,67,1500,0,1,0,0,15,-0.28131738,0.0
1423,67,1500,0,1,0,0,16,-4.308255,-4.0
1424,67,1500,0,1,0,0,17,3.7707105,4.0
1425,67,1500,0,1,0,0,18,5.302505,5.0
1426,67,1500,0,1,0,0,19,5.319098,5.0
1427,67,1500,0,1,0,0,20,3.2534628,3.0
1428,68,1500,0,1,0,0,0,0.64999974,1.0
1429,68,1500,0,1,0,0,1,-0.33245662,0.0
1430,68,1500,0,1,0,0,2,-1.3935778,-1.0
1431,68,1500,0,1,0,0,3,-0.17120528,0.0
1432,68,1500,0,1,0,0,4,0.9032896,1.0
1433,68,1500,0,1,0,0,5,-1.0808058,-1.0
1434,68,1500,0,1,0,0,6,1.2515596,1.0
1435,68,1500,0,1,0,0,7,0.31536028,0.0
1436,68,1500,0,1,0,0,8,-0.7436666,-1.0
1437,68,1500,0,1,0,0,9,0.057457753,0.0
1438,68,1500,0,1,0,0,10,0.9609709,1.0
1439,68,1500,0,1,0,0,11,-1.094947,-1.0
1440,68,1500,0,1,0,0,12,-4.5163193,-4.0
1441,68,1500,0,1,0,0,13,-0.41733634,0.0
1442,68,1500,0,1,0,0,14,3.4395213,4.0
1443,68,1500,0,1,0,0,15,-0.75621593,0.0
1444,68,1500,0,1,0,0,16,-4.8090224,-4.0
1445,68,1500,0,1,0,0,17,3.1422865,4.0
1446,68,1500,0,1,0,0,18,5.529702,5.0
1447,68,1500,0,1,0,0,19,5.493133,5.0
1448,68,1500,0,1,0,0,20,3.6215255,3.0
1449,69,1500,0,1,0,0,0,1.0539815,1.0
1450,69,1500,0,1,0,0,1,0.032389246,0.0
1451,69,1500,0,1,0,0,2,-1.0158235,-1.0
1452,69,1500,0,1,0,0,3,0.3841451,0.0
1453,69,1500,0,1,0,0,4,1.3148297,1.0
1454,69,1500,0,1,0,0,5,-0.67708105,-1.0
1455,69,1500,0,1,0,0,6,1.2129539,1.0
1456,69,1500,0,1,0,0,7,0.19211374,0.0
1457,69,1500,0,1,0,0,8,-0.7309662,-1.0
1458,69,1500,0,1,0,0,9,-0.31144264,0.0
1459,69,1500,0,1,0,0,10,0.72159284,1.0
1460,69,1500,0,1,0,0,11,-1.2900975,-1.0
1461,69,1500,0,1,0,0,12,-3.4410512,-4.0
1462,69,1500,0,1,0,0,13,0.48082152,0.0
1463,69,1500,0,1,0,0,14,4.4507217,4.0
1464,69,1500,0,1,0,0,15,0.19392025,0.0
1465,69,1500,0,1,0,0,16,-3.8882997,-4.0
1466,69,1500,0,1,0,0,17,4.08103,4.0
1467,69,1500,0,1,0,0,18,4.616779,5.0
1468,69,1500,0,1,0,0,19,4.6968465,5.0
1469,69,1500,0,1,0,0,20,2.7131784,3.0
1470,70,1500,0,1,0,0,0,0.32338455,1.0
1471,70,1500,0,1,0,0,1,-0.606183,0.0
1472,70,1500,0,1,0,0,2,-1.6944746,-1.0
1473,70,1500,0,1,0,0,3,-0.23331556,0.0
1474,70,1500,0,1,0,0,4,0.75950235,1.0
1475,70,1500,0,1,0,0,5,-1.231089,-1.0
1476,70,1500,0,1,0,0,6,1.6467519,1.0
1477,70,1500,0,1,0,0,7,0.52637523,0.0
1478,70,1500,0,1,0,0,8,-0.35790402,-1.0
1479,70,1500,0,1,0,0,9,0.10778734,0.0
1480,70,1500,0,1,0,0,10,1.0153326,1.0
1481,70,1500,0,1,0,0,11,-0.9243277,-1.0
1482,70,1500,0,1,0,0,12,-3.8518834,-4.0
1483,70,1500,0,1,0,0,13,-0.033661105,0.0
1484,70,1500,0,1,0,0,14,4.1578054,4.0
1485,70,1500,0,1,0,0,15,-0.13966884,0.0
1486,70,1500,0,1,0,0,16,-4.366304,-4.0
1487,70,1500,0,1,0,0,17,3.8726995,4.0
1488,70,1500,0,1,0,0,18,5.077836,5.0
1489,70,1500,0,1,0,0,19,5.2752233,5.0
1490,70,1500,0,1,0,0,20,3.0800405,3.0
1491,71,1500,0,1,0,0,0,1.0228095,1.0
1492,71,1500,0,1,0,0,1,-0.024105947,0.0
1493,71,1500,0,1,0,0,2,-0.9427545,-1.0
1494,71,1500,0,1,0,0,3,0.07747926,0.0
