,seed,nodes,constrained,method_OL,method_OA,method_NO,component,B_est,B_real,info_lost,number_of_iterations,max_iterations
0,0,1200,0,1,0,0,0,0.49704573,1.0,0.0,4,200
1,0,1200,0,1,0,0,1,-0.49144176,0.0,0.0,4,200
2,0,1200,0,1,0,0,2,-1.4839303,-1.0,0.0,4,200
3,0,1200,0,1,0,0,3,-0.07807419,0.0,0.0,4,200
4,0,1200,0,1,0,0,4,1.0249687,1.0,0.0,4,200
5,0,1200,0,1,0,0,5,-1.0185789,-1.0,0.0,4,200
6,0,1200,0,1,0,0,6,1.5873196,1.0,0.0,4,200
7,0,1200,0,1,0,0,7,0.626359,0.0,0.0,4,200
8,0,1200,0,1,0,0,8,-0.44547582,-1.0,0.0,4,200
9,0,1200,0,1,0,0,9,-0.16880077,0.0,0.0,4,200
10,0,1200,0,1,0,0,10,0.82732284,1.0,0.0,4,200
11,0,1200,0,1,0,0,11,-1.1640923,-1.0,0.0,4,200
12,0,1200,0,1,0,0,12,-4.094088,-4.0,0.0,4,200
13,0,1200,0,1,0,0,13,-0.09333933,0.0,0.0,4,200
14,0,1200,0,1,0,0,14,3.8318021,4.0,0.0,4,200
15,0,1200,0,1,0,0,15,-0.60411286,0.0,0.0,4,200
16,0,1200,0,1,0,0,16,-4.528401,-4.0,0.0,4,200
17,0,1200,0,1,0,0,17,3.3989093,4.0,0.0,4,200
18,0,1200,0,1,0,0,18,5.3103437,5.0,0.0,4,200
19,0,1200,0,1,0,0,19,5.236411,5.0,0.0,4,200
20,0,1200,0,1,0,0,20,3.3243308,3.0,0.0,4,200
21,0,1200,0,0,1,0,0,0.55037636,1.0,0.0875,11,200
22,0,1200,0,0,1,0,1,-0.26623267,0.0,0.0875,11,200
23,0,1200,0,0,1,0,2,-1.1968529,-1.0,0.0875,11,200
24,0,1200,0,0,1,0,3,0.025005521,0.0,0.0875,11,200
25,0,1200,0,0,1,0,4,1.2641369,1.0,0.0875,11,200
26,0,1200,0,0,1,0,5,-0.71697044,-1.0,0.0875,11,200
27,0,1200,0,0,1,0,6,1.7945913,1.0,0.0875,11,200
28,0,1200,0,0,1,0,7,0.68967974,0.0,0.0875,11,200
29,0,1200,0,0,1,0,8,-0.58035076,-1.0,0.0875,11,200
30,0,1200,0,0,1,0,9,0.20821497,0.0,0.0875,11,200
31,0,1200,0,0,1,0,10,1.0758342,1.0,0.0875,11,200
32,0,1200,0,0,1,0,11,-1.0340788,-1.0,0.0875,11,200
33,0,1200,0,0,1,0,12,-0.45080647,-4.0,0.0875,11,200
34,0,1200,0,0,1,0,13,3.4460776,0.0,0.0875,11,200
35,0,1200,0,0,1,0,14,7.4015937,4.0,0.0875,11,200
36,0,1200,0,0,1,0,15,3.3142133,0.0,0.0875,11,200
37,0,1200,0,0,1,0,16,-0.60933316,-4.0,0.0875,11,200
38,0,1200,0,0,1,0,17,7.3389206,4.0,0.0875,11,200
39,0,1200,0,0,1,0,18,0.70032257,5.0,0.0875,11,200
40,0,1200,0,0,1,0,19,0.6544288,5.0,0.0875,11,200
41,0,1200,0,0,1,0,20,-1.2317743,3.0,0.0875,11,200
42,0,1200,0,0,0,1,0,1.1414461,1.0,0.09,19,200
43,0,1200,0,0,0,1,1,-0.07553157,0.0,0.09,19,200
44,0,1200,0,0,0,1,2,-0.9198353,-1.0,0.09,19,200
45,0,1200,0,0,0,1,3,-0.63689715,0.0,0.09,19,200
46,0,1200,0,0,0,1,4,0.24733913,1.0,0.09,19,200
47,0,1200,0,0,0,1,5,-1.4476902,-1.0,0.09,19,200
48,0,1200,0,0,0,1,6,1.1104912,1.0,0.09,19,200
49,0,1200,0,0,0,1,7,0.39495853,0.0,0.09,19,200
50,0,1200,0,0,0,1,8,-0.9768437,-1.0,0.09,19,200
51,0,1200,0,0,0,1,9,0.8389876,0.0,0.09,19,200
52,0,1200,0,0,0,1,10,2.0685873,1.0,0.09,19,200
53,0,1200,0,0,0,1,11,-0.3388574,-1.0,0.09,19,200
54,0,1200,0,0,0,1,12,-0.8792158,-4.0,0.09,19,200
55,0,1200,0,0,0,1,13,3.1230435,0.0,0.09,19,200
56,0,1200,0,0,0,1,14,7.0969806,4.0,0.09,19,200
57,0,1200,0,0,0,1,15,3.185419,0.0,0.09,19,200
58,0,1200,0,0,0,1,16,-0.6118091,-4.0,0.09,19,200
59,0,1200,0,0,0,1,17,7.0934334,4.0,0.09,19,200
60,0,1200,0,0,0,1,18,0.92284137,5.0,0.09,19,200
61,0,1200,0,0,0,1,19,0.87163615,5.0,0.09,19,200
62,0,1200,0,0,0,1,20,-0.96052265,3.0,0.09,19,200
63,1,1200,0,1,0,0,0,0.7974882,1.0,0.0,5,200
64,1,1200,0,1,0,0,1,-0.28088003,0.0,0.0,5,200
65,1,1200,0,1,0,0,2,-1.1315917,-1.0,0.0,5,200
66,1,1200,0,1,0,0,3,-0.8276693,0.0,0.0,5,200
67,1,1200,0,1,0,0,4,0.13028078,1.0,0.0,5,200
68,1,1200,0,1,0,0,5,-1.8427979,-1.0,0.0,5,200
69,1,1200,0,1,0,0,6,1.3672013,1.0,0.0,5,200
70,1,1200,0,1,0,0,7,0.37533376,0.0,0.0,5,200
71,1,1200,0,1,0,0,8,-0.7363188,-1.0,0.0,5,200
72,1,1200,0,1,0,0,9,1.1759489,0.0,0.0,5,200
73,1,1200,0,1,0,0,10,2.1949682,1.0,0.0,5,200
74,1,1200,0,1,0,0,11,0.16477975,-1.0,0.0,5,200
75,1,1200,0,1,0,0,12,-3.5848072,-4.0,0.0,5,200
76,1,1200,0,1,0,0,13,0.29514724,0.0,0.0,5,200
77,1,1200,0,1,0,0,14,4.37199,4.0,0.0,5,200
78,1,1200,0,1,0,0,15,0.90338665,0.0,0.0,5,200
79,1,1200,0,1,0,0,16,-3.1710815,-4.0,0.0,5,200
80,1,1200,0,1,0,0,17,4.8799367,4.0,0.0,5,200
81,1,1200,0,1,0,0,18,4.3346577,5.0,0.0,5,200
82,1,1200,0,1,0,0,19,4.429411,5.0,0.0,5,200
83,1,1200,0,1,0,0,20,2.3741643,3.0,0.0,5,200
84,1,1200,0,0,1,0,0,-0.8643555,1.0,0.08083333,10,200
85,1,1200,0,0,1,0,1,-1.898417,0.0,0.08083333,10,200
86,1,1200,0,0,1,0,2,-2.6982727,-1.0,0.08083333,10,200
87,1,1200,0,0,1,0,3,-1.0681041,0.0,0.08083333,10,200
88,1,1200,0,0,1,0,4,-0.26452953,1.0,0.08083333,10,200
89,1,1200,0,0,1,0,5,-2.1613014,-1.0,0.08083333,10,200
90,1,1200,0,0,1,0,6,2.5116954,1.0,0.08083333,10,200
91,1,1200,0,0,1,0,7,1.5734764,0.0,0.08083333,10,200
92,1,1200,0,0,1,0,8,0.42710653,-1.0,0.08083333,10,200
93,1,1200,0,0,1,0,9,0.6950589,0.0,0.08083333,10,200
94,1,1200,0,0,1,0,10,1.9458851,1.0,0.08083333,10,200
95,1,1200,0,0,1,0,11,-0.0934348,-1.0,0.08083333,10,200
96,1,1200,0,0,1,0,12,-3.1363301,-4.0,0.08083333,10,200
97,1,1200,0,0,1,0,13,0.80829704,0.0,0.08083333,10,200
98,1,1200,0,0,1,0,14,5.151758,4.0,0.08083333,10,200
99,1,1200,0,0,1,0,15,0.6968668,0.0,0.08083333,10,200
100,1,1200,0,0,1,0,16,-3.2661545,-4.0,0.08083333,10,200
101,1,1200,0,0,1,0,17,5.045382,4.0,0.08083333,10,200
102,1,1200,0,0,1,0,18,3.0643,5.0,0.08083333,10,200
103,1,1200,0,0,1,0,19,3.0423923,5.0,0.08083333,10,200
104,1,1200,0,0,1,0,20,0.7372246,3.0,0.08083333,10,200
105,1,1200,0,0,0,1,0,-1.5038282,1.0,0.09,21,200
106,1,1200,0,0,0,1,1,-0.3463764,0.0,0.09,21,200
107,1,1200,0,0,0,1,2,-2.1426325,-1.0,0.09,21,200
108,1,1200,0,0,0,1,3,-0.2590113,0.0,0.09,21,200
109,1,1200,0,0,0,1,4,-1.0493783,1.0,0.09,21,200
110,1,1200,0,0,0,1,5,-2.252898,-1.0,0.09,21,200
111,1,1200,0,0,0,1,6,1.2097267,1.0,0.09,21,200
112,1,1200,0,0,0,1,7,2.2229955,0.0,0.09,21,200
113,1,1200,0,0,0,1,8,0.11836616,-1.0,0.09,21,200
114,1,1200,0,0,0,1,9,2.0551097,0.0,0.09,21,200
115,1,1200,0,0,0,1,10,0.98921984,1.0,0.09,21,200
116,1,1200,0,0,0,1,11,0.04498278,-1.0,0.09,21,200
117,1,1200,0,0,0,1,12,1.3277903,-4.0,0.09,21,200
118,1,1200,0,0,0,1,13,-2.4961364,0.0,0.09,21,200
119,1,1200,0,0,0,1,14,5.5819864,4.0,0.09,21,200
120,1,1200,0,0,0,1,15,-3.0317316,0.0,0.09,21,200
121,1,1200,0,0,0,1,16,1.0701041,-4.0,0.09,21,200
122,1,1200,0,0,0,1,17,5.3572555,4.0,0.09,21,200
123,1,1200,0,0,0,1,18,2.6612315,5.0,0.09,21,200
124,1,1200,0,0,0,1,19,2.5374439,5.0,0.09,21,200
125,1,1200,0,0,0,1,20,0.35735038,3.0,0.09,21,200
126,2,1200,0,1,0,0,0,0.65617764,1.0,0.0,4,200
127,2,1200,0,1,0,0,1,-0.29017633,0.0,0.0,4,200
128,2,1200,0,1,0,0,2,-1.300631,-1.0,0.0,4,200
129,2,1200,0,1,0,0,3,-0.09692737,0.0,0.0,4,200
130,2,1200,0,1,0,0,4,1.0203812,1.0,0.0,4,200
131,2,1200,0,1,0,0,5,-0.9893906,-1.0,0.0,4,200
132,2,1200,0,1,0,0,6,1.4539918,1.0,0.0,4,200
133,2,1200,0,1,0,0,7,0.41543004,0.0,0.0,4,200
134,2,1200,0,1,0,0,8,-0.5486607,-1.0,0.0,4,200
135,2,1200,0,1,0,0,9,0.18683368,0.0,0.0,4,200
136,2,1200,0,1,0,0,10,1.053408,1.0,0.0,4,200
137,2,1200,0,1,0,0,11,-0.9004293,-1.0,0.0,4,200
138,2,1200,0,1,0,0,12,-3.8464239,-4.0,0.0,4,200
139,2,1200,0,1,0,0,13,0.25549883,0.0,0.0,4,200
140,2,1200,0,1,0,0,14,4.3040853,4.0,0.0,4,200
141,2,1200,0,1,0,0,15,0.011522719,0.0,0.0,4,200
142,2,1200,0,1,0,0,16,-3.9146323,-4.0,0.0,4,200
143,2,1200,0,1,0,0,17,4.120581,4.0,0.0,4,200
144,2,1200,0,1,0,0,18,4.9120603,5.0,0.0,4,200
145,2,1200,0,1,0,0,19,4.847707,5.0,0.0,4,200
146,2,1200,0,1,0,0,20,2.7954278,3.0,0.0,4,200
147,2,1200,0,0,1,0,0,-0.17823026,1.0,0.079166666,11,200
148,2,1200,0,0,1,0,1,-0.9962366,0.0,0.079166666,11,200
149,2,1200,0,0,1,0,2,-1.9749792,-1.0,0.079166666,11,200
150,2,1200,0,0,1,0,3,-1.3501555,0.0,0.079166666,11,200
151,2,1200,0,0,1,0,4,-0.34574145,1.0,0.079166666,11,200
152,2,1200,0,0,1,0,5,-2.2967,-1.0,0.079166666,11,200
153,2,1200,0,0,1,0,6,1.889893,1.0,0.079166666,11,200
154,2,1200,0,0,1,0,7,0.8067761,0.0,0.079166666,11,200
155,2,1200,0,0,1,0,8,-0.19383788,-1.0,0.079166666,11,200
156,2,1200,0,0,1,0,9,1.0784674,0.0,0.079166666,11,200
157,2,1200,0,0,1,0,10,2.0795171,1.0,0.079166666,11,200
158,2,1200,0,0,1,0,11,0.057726003,-1.0,0.079166666,11,200
159,2,1200,0,0,1,0,12,-2.502017,-4.0,0.079166666,11,200
160,2,1200,0,0,1,0,13,1.7999036,0.0,0.079166666,11,200
161,2,1200,0,0,1,0,14,6.0036416,4.0,0.079166666,11,200
162,2,1200,0,0,1,0,15,1.798624,0.0,0.079166666,11,200
163,2,1200,0,0,1,0,16,-1.9378982,-4.0,0.079166666,11,200
164,2,1200,0,0,1,0,17,6.222268,4.0,0.079166666,11,200
165,2,1200,0,0,1,0,18,2.317837,5.0,0.079166666,11,200
166,2,1200,0,0,1,0,19,2.0797644,5.0,0.079166666,11,200
167,2,1200,0,0,1,0,20,-0.08661232,3.0,0.079166666,11,200
168,2,1200,0,0,0,1,0,0.152009,1.0,0.083333336,19,200
169,2,1200,0,0,0,1,1,-0.8465744,0.0,0.083333336,19,200
170,2,1200,0,0,0,1,2,-1.7693839,-1.0,0.083333336,19,200
171,2,1200,0,0,0,1,3,-1.0173591,0.0,0.083333336,19,200
172,2,1200,0,0,0,1,4,-0.1590883,1.0,0.083333336,19,200
173,2,1200,0,0,0,1,5,-2.0083768,-1.0,0.083333336,19,200
174,2,1200,0,0,0,1,6,1.7301232,1.0,0.083333336,19,200
175,2,1200,0,0,0,1,7,0.9501097,0.0,0.083333336,19,200
176,2,1200,0,0,0,1,8,-0.32097414,-1.0,0.083333336,19,200
177,2,1200,0,0,0,1,9,0.69869614,0.0,0.083333336,19,200
178,2,1200,0,0,0,1,10,1.950376,1.0,0.083333336,19,200
179,2,1200,0,0,0,1,11,-0.13838209,-1.0,0.083333336,19,200
180,2,1200,0,0,0,1,12,-1.9469148,-4.0,0.083333336,19,200
181,2,1200,0,0,0,1,13,2.1449232,0.0,0.083333336,19,200
182,2,1200,0,0,0,1,14,6.3314986,4.0,0.083333336,19,200
183,2,1200,0,0,0,1,15,2.0319023,0.0,0.083333336,19,200
184,2,1200,0,0,0,1,16,-1.907243,-4.0,0.083333336,19,200
185,2,1200,0,0,0,1,17,6.3180447,4.0,0.083333336,19,200
186,2,1200,0,0,0,1,18,1.966924,5.0,0.083333336,19,200
187,2,1200,0,0,0,1,19,1.8680592,5.0,0.083333336,19,200
188,2,1200,0,0,0,1,20,-0.28978667,3.0,0.083333336,19,200
189,3,1200,0,1,0,0,0,1.0164282,1.0,0.0,4,200
190,3,1200,0,1,0,0,1,-0.032894157,0.0,0.0,4,200
191,3,1200,0,1,0,0,2,-1.0630714,-1.0,0.0,4,200
192,3,1200,0,1,0,0,3,-0.41338757,0.0,0.0,4,200
193,3,1200,0,1,0,0,4,0.5073829,1.0,0.0,4,200
194,3,1200,0,1,0,0,5,-1.415263,-1.0,0.0,4,200
195,3,1200,0,1,0,0,6,1.2355117,1.0,0.0,4,200
196,3,1200,0,1,0,0,7,0.23510037,0.0,0.0,4,200
197,3,1200,0,1,0,0,8,-0.7202926,-1.0,0.0,4,200
198,3,1200,0,1,0,0,9,0.5902684,0.0,0.0,4,200
199,3,1200,0,1,0,0,10,1.5625055,1.0,0.0,4,200
200,3,1200,0,1,0,0,11,-0.4631795,-1.0,0.0,4,200
201,3,1200,0,1,0,0,12,-3.48987,-4.0,0.0,4,200
202,3,1200,0,1,0,0,13,0.38118935,0.0,0.0,4,200
203,3,1200,0,1,0,0,14,4.447746,4.0,0.0,4,200
204,3,1200,0,1,0,0,15,0.41241878,0.0,0.0,4,200
205,3,1200,0,1,0,0,16,-3.7847345,-4.0,0.0,4,200
206,3,1200,0,1,0,0,17,4.3294153,4.0,0.0,4,200
207,3,1200,0,1,0,0,18,4.5122194,5.0,0.0,4,200
208,3,1200,0,1,0,0,19,4.69293,5.0,0.0,4,200
209,3,1200,0,1,0,0,20,2.6028879,3.0,0.0,4,200
210,3,1200,0,0,1,0,0,0.7526744,1.0,0.055833332,11,200
211,3,1200,0,0,1,0,1,-0.3868007,0.0,0.055833332,11,200
212,3,1200,0,0,1,0,2,-1.3472517,-1.0,0.055833332,11,200
213,3,1200,0,0,1,0,3,-0.6650797,0.0,0.055833332,11,200
214,3,1200,0,0,1,0,4,0.1907667,1.0,0.055833332,11,200
215,3,1200,0,0,1,0,5,-1.8422124,-1.0,0.055833332,11,200
216,3,1200,0,0,1,0,6,1.1056005,1.0,0.055833332,11,200
217,3,1200,0,0,1,0,7,0.2734273,0.0,0.055833332,11,200
218,3,1200,0,0,1,0,8,-0.7579814,-1.0,0.055833332,11,200
219,3,1200,0,0,1,0,9,0.74157417,0.0,0.055833332,11,200
220,3,1200,0,0,1,0,10,1.8021346,1.0,0.055833332,11,200
221,3,1200,0,0,1,0,11,-0.10700219,-1.0,0.055833332,11,200
222,3,1200,0,0,1,0,12,-2.2009845,-4.0,0.055833332,11,200
223,3,1200,0,0,1,0,13,1.8743591,0.0,0.055833332,11,200
224,3,1200,0,0,1,0,14,6.1128755,4.0,0.055833332,11,200
225,3,1200,0,0,1,0,15,1.9786103,0.0,0.055833332,11,200
226,3,1200,0,0,1,0,16,-2.0521164,-4.0,0.055833332,11,200
227,3,1200,0,0,1,0,17,6.237883,4.0,0.055833332,11,200
228,3,1200,0,0,1,0,18,1.9943509,5.0,0.055833332,11,200
229,3,1200,0,0,1,0,19,2.0119624,5.0,0.055833332,11,200
230,3,1200,0,0,1,0,20,-0.24216467,3.0,0.055833332,11,200
231,3,1200,0,0,0,1,0,0.14593141,1.0,0.061666667,20,200
232,3,1200,0,0,0,1,1,-0.702719,0.0,0.061666667,20,200
233,3,1200,0,0,0,1,2,-1.8835878,-1.0,0.061666667,20,200
234,3,1200,0,0,0,1,3,-0.14566477,0.0,0.061666667,20,200
235,3,1200,0,0,0,1,4,1.0400797,1.0,0.061666667,20,200
236,3,1200,0,0,0,1,5,-1.0799968,-1.0,0.061666667,20,200
237,3,1200,0,0,0,1,6,1.8750445,1.0,0.061666667,20,200
238,3,1200,0,0,0,1,7,0.86637676,0.0,0.061666667,20,200
239,3,1200,0,0,0,1,8,-0.02636482,-1.0,0.061666667,20,200
240,3,1200,0,0,0,1,9,-0.0860884,0.0,0.061666667,20,200
241,3,1200,0,0,0,1,10,0.74628997,1.0,0.061666667,20,200
242,3,1200,0,0,0,1,11,-1.1350858,-1.0,0.061666667,20,200
243,3,1200,0,0,0,1,12,-2.2023978,-4.0,0.061666667,20,200
244,3,1200,0,0,0,1,13,1.9697614,0.0,0.061666667,20,200
245,3,1200,0,0,0,1,14,6.0349383,4.0,0.061666667,20,200
246,3,1200,0,0,0,1,15,1.4563962,0.0,0.061666667,20,200
247,3,1200,0,0,0,1,16,-2.514049,-4.0,0.061666667,20,200
248,3,1200,0,0,0,1,17,5.747524,4.0,0.061666667,20,200
249,3,1200,0,0,0,1,18,2.2349153,5.0,0.061666667,20,200
250,3,1200,0,0,0,1,19,2.1190758,5.0,0.061666667,20,200
251,3,1200,0,0,0,1,20,-0.006938951,3.0,0.061666667,20,200
252,4,1200,0,1,0,0,0,1.395447,1.0,0.0,4,200
253,4,1200,0,1,0,0,1,0.25720048,0.0,0.0,4,200
254,4,1200,0,1,0,0,2,-0.74023724,-1.0,0.0,4,200
255,4,1200,0,1,0,0,3,0.62648606,0.0,0.0,4,200
256,4,1200,0,1,0,0,4,1.707905,1.0,0.0,4,200
257,4,1200,0,1,0,0,5,-0.35231808,-1.0,0.0,4,200
258,4,1200,0,1,0,0,6,0.70314217,1.0,0.0,4,200
259,4,1200,0,1,0,0,7,-0.102347896,0.0,0.0,4,200
260,4,1200,0,1,0,0,8,-1.1924504,-1.0,0.0,4,200
261,4,1200,0,1,0,0,9,-0.69744647,0.0,0.0,4,200
262,4,1200,0,1,0,0,10,0.29481053,1.0,0.0,4,200
263,4,1200,0,1,0,0,11,-1.6855795,-1.0,0.0,4,200
264,4,1200,0,1,0,0,12,-3.477083,-4.0,0.0,4,200
265,4,1200,0,1,0,0,13,0.58111024,0.0,0.0,4,200
266,4,1200,0,1,0,0,14,4.358839,4.0,0.0,4,200
267,4,1200,0,1,0,0,15,0.27252623,0.0,0.0,4,200
268,4,1200,0,1,0,0,16,-3.6752613,-4.0,0.0,4,200
269,4,1200,0,1,0,0,17,4.1713047,4.0,0.0,4,200
270,4,1200,0,1,0,0,18,4.708847,5.0,0.0,4,200
271,4,1200,0,1,0,0,19,4.621803,5.0,0.0,4,200
272,4,1200,0,1,0,0,20,2.8096921,3.0,0.0,4,200
273,4,1200,0,0,1,0,0,0.5027539,1.0,0.071666665,10,200
274,4,1200,0,0,1,0,1,-0.5488127,0.0,0.071666665,10,200
275,4,1200,0,0,1,0,2,-1.5298215,-1.0,0.071666665,10,200
276,4,1200,0,0,1,0,3,-0.77059054,0.0,0.071666665,10,200
277,4,1200,0,0,1,0,4,0.5743455,1.0,0.071666665,10,200
278,4,1200,0,0,1,0,5,-1.6048768,-1.0,0.071666665,10,200
279,4,1200,0,0,1,0,6,1.5439805,1.0,0.071666665,10,200
280,4,1200,0,0,1,0,7,0.774996,0.0,0.071666665,10,200
281,4,1200,0,0,1,0,8,-0.55275303,-1.0,0.071666665,10,200
282,4,1200,0,0,1,0,9,0.2435182,0.0,0.071666665,10,200
283,4,1200,0,0,1,0,10,0.9444142,1.0,0.071666665,10,200
284,4,1200,0,0,1,0,11,-1.0363357,-1.0,0.071666665,10,200
285,4,1200,0,0,1,0,12,-2.3716078,-4.0,0.071666665,10,200
286,4,1200,0,0,1,0,13,1.8093926,0.0,0.071666665,10,200
287,4,1200,0,0,1,0,14,5.1012425,4.0,0.071666665,10,200
288,4,1200,0,0,1,0,15,1.1234809,0.0,0.071666665,10,200
289,4,1200,0,0,1,0,16,-2.8690605,-4.0,0.071666665,10,200
290,4,1200,0,0,1,0,17,4.692682,4.0,0.071666665,10,200
291,4,1200,0,0,1,0,18,2.5828426,5.0,0.071666665,10,200
292,4,1200,0,0,1,0,19,2.4313827,5.0,0.071666665,10,200
293,4,1200,0,0,1,0,20,1.0299914,3.0,0.071666665,10,200
294,4,1200,0,0,0,1,0,0.913414,1.0,0.07666667,20,200
295,4,1200,0,0,0,1,1,-0.36291522,0.0,0.07666667,20,200
296,4,1200,0,0,0,1,2,-1.2872632,-1.0,0.07666667,20,200
297,4,1200,0,0,0,1,3,-0.3001138,0.0,0.07666667,20,200
298,4,1200,0,0,0,1,4,0.76833504,1.0,0.07666667,20,200
299,4,1200,0,0,0,1,5,-1.2159944,-1.0,0.07666667,20,200
300,4,1200,0,0,0,1,6,0.5173534,1.0,0.07666667,20,200
301,4,1200,0,0,0,1,7,-0.0116989575,0.0,0.07666667,20,200
302,4,1200,0,0,0,1,8,-1.4507006,-1.0,0.07666667,20,200
303,4,1200,0,0,0,1,9,0.24235594,0.0,0.07666667,20,200
304,4,1200,0,0,0,1,10,1.2621531,1.0,0.07666667,20,200
305,4,1200,0,0,0,1,11,-0.9069837,-1.0,0.07666667,20,200
306,4,1200,0,0,0,1,12,-3.2091813,-4.0,0.07666667,20,200
307,4,1200,0,0,0,1,13,1.0746834,0.0,0.07666667,20,200
308,4,1200,0,0,0,1,14,4.502539,4.0,0.07666667,20,200
309,4,1200,0,0,0,1,15,1.4998131,0.0,0.07666667,20,200
310,4,1200,0,0,0,1,16,-2.3392634,-4.0,0.07666667,20,200
311,4,1200,0,0,0,1,17,4.8840137,4.0,0.07666667,20,200
312,4,1200,0,0,0,1,18,2.7965176,5.0,0.07666667,20,200
313,4,1200,0,0,0,1,19,2.632329,5.0,0.07666667,20,200
314,4,1200,0,0,0,1,20,1.2731751,3.0,0.07666667,20,200
315,5,1200,0,1,0,0,0,1.675152,1.0,0.0,5,200
316,5,1200,0,1,0,0,1,0.6522389,0.0,0.0,5,200
317,5,1200,0,1,0,0,2,-0.47138336,-1.0,0.0,5,200
318,5,1200,0,1,0,0,3,-0.43232378,0.0,0.0,5,200
319,5,1200,0,1,0,0,4,0.5953742,1.0,0.0,5,200
320,5,1200,0,1,0,0,5,-1.3943248,-1.0,0.0,5,200
321,5,1200,0,1,0,0,6,0.4278115,1.0,0.0,5,200
322,5,1200,0,1,0,0,7,-0.5603338,0.0,0.0,5,200
323,5,1200,0,1,0,0,8,-1.4952626,-1.0,0.0,5,200
324,5,1200,0,1,0,0,9,0.55350083,0.0,0.0,5,200
325,5,1200,0,1,0,0,10,1.4466683,1.0,0.0,5,200
326,5,1200,0,1,0,0,11,-0.60433674,-1.0,0.0,5,200
327,5,1200,0,1,0,0,12,-3.6673017,-4.0,0.0,5,200
328,5,1200,0,1,0,0,13,0.23841941,0.0,0.0,5,200
329,5,1200,0,1,0,0,14,4.182619,4.0,0.0,5,200
330,5,1200,0,1,0,0,15,0.35771903,0.0,0.0,5,200
331,5,1200,0,1,0,0,16,-3.8052227,-4.0,0.0,5,200
332,5,1200,0,1,0,0,17,4.1614666,4.0,0.0,5,200
333,5,1200,0,1,0,0,18,4.7399096,5.0,0.0,5,200
334,5,1200,0,1,0,0,19,4.8592844,5.0,0.0,5,200
335,5,1200,0,1,0,0,20,2.927585,3.0,0.0,5,200
336,5,1200,0,0,1,0,0,0.9823363,1.0,0.07416666,11,200
337,5,1200,0,0,1,0,1,-0.04667167,0.0,0.07416666,11,200
338,5,1200,0,0,1,0,2,-1.0742577,-1.0,0.07416666,11,200
339,5,1200,0,0,1,0,3,-0.06058156,0.0,0.07416666,11,200
340,5,1200,0,0,1,0,4,0.57527584,1.0,0.07416666,11,200
341,5,1200,0,0,1,0,5,-1.3032181,-1.0,0.07416666,11,200
342,5,1200,0,0,1,0,6,1.0954792,1.0,0.07416666,11,200
343,5,1200,0,0,1,0,7,0.10545695,0.0,0.07416666,11,200
344,5,1200,0,0,1,0,8,-0.8375188,-1.0,0.07416666,11,200
345,5,1200,0,0,1,0,9,0.16789918,0.0,0.07416666,11,200
346,5,1200,0,0,1,0,10,1.3970267,1.0,0.07416666,11,200
347,5,1200,0,0,1,0,11,-0.6939041,-1.0,0.07416666,11,200
348,5,1200,0,0,1,0,12,-1.401164,-4.0,0.07416666,11,200
349,5,1200,0,0,1,0,13,2.3148475,0.0,0.07416666,11,200
350,5,1200,0,0,1,0,14,6.6494203,4.0,0.07416666,11,200
351,5,1200,0,0,1,0,15,2.3757977,0.0,0.07416666,11,200
352,5,1200,0,0,1,0,16,-1.8311458,-4.0,0.07416666,11,200
353,5,1200,0,0,1,0,17,6.553356,4.0,0.07416666,11,200
354,5,1200,0,0,1,0,18,1.5294358,5.0,0.07416666,11,200
355,5,1200,0,0,1,0,19,1.750219,5.0,0.07416666,11,200
356,5,1200,0,0,1,0,20,-0.57214713,3.0,0.07416666,11,200
357,5,1200,0,0,0,1,0,0.42271277,1.0,0.07,19,200
358,5,1200,0,0,0,1,1,-0.22909828,0.0,0.07,19,200
359,5,1200,0,0,0,1,2,-1.4478004,-1.0,0.07,19,200
360,5,1200,0,0,0,1,3,0.47405505,0.0,0.07,19,200
361,5,1200,0,0,0,1,4,1.5026479,1.0,0.07,19,200
362,5,1200,0,0,0,1,5,-0.53495365,-1.0,0.07,19,200
363,5,1200,0,0,0,1,6,1.772873,1.0,0.07,19,200
364,5,1200,0,0,0,1,7,0.7582894,0.0,0.07,19,200
365,5,1200,0,0,0,1,8,-0.28578982,-1.0,0.07,19,200
366,5,1200,0,0,0,1,9,-0.4510089,0.0,0.07,19,200
367,5,1200,0,0,0,1,10,0.71532804,1.0,0.07,19,200
368,5,1200,0,0,0,1,11,-1.2939433,-1.0,0.07,19,200
369,5,1200,0,0,0,1,12,-1.2309673,-4.0,0.07,19,200
370,5,1200,0,0,0,1,13,3.3602912,0.0,0.07,19,200
371,5,1200,0,0,0,1,14,7.343531,4.0,0.07,19,200
372,5,1200,0,0,0,1,15,2.8233895,0.0,0.07,19,200
373,5,1200,0,0,0,1,16,-0.5370744,-4.0,0.07,19,200
374,5,1200,0,0,0,1,17,7.327692,4.0,0.07,19,200
375,5,1200,0,0,0,1,18,1.1792735,5.0,0.07,19,200
376,5,1200,0,0,0,1,19,0.61172754,5.0,0.07,19,200
377,5,1200,0,0,0,1,20,-1.3056996,3.0,0.07,19,200
378,6,1200,0,1,0,0,0,1.3805861,1.0,0.0,4,200
379,6,1200,0,1,0,0,1,0.35933775,0.0,0.0,4,200
380,6,1200,0,1,0,0,2,-0.6595865,-1.0,0.0,4,200
381,6,1200,0,1,0,0,3,0.19177614,0.0,0.0,4,200
