,dim,b0,b1,b2,b3,s0,s1,s2,s3
0,2,0.8814327716827393,1.6070880889892578,0.30764251947402954,-0.007159054279327393,0.06160147954781607,0.05411434616445962,0.0162541094670774,0.07205396663276639
1,3,1.7918378114700317,1.2887861728668213,0.046801477670669556,0.787376880645752,0.054633128436399836,0.06098412669341653,0.20159222841967353,0.07275946807083687
2,4,1.7241073846817017,1.3172255754470825,-0.34352561831474304,0.8149731159210205,0.043067042136309436,0.06380120669301147,0.15992714614641654,0.08810243779784684
3,5,1.6148936748504639,1.5974448919296265,-0.3886859714984894,1.1185553073883057,0.0359857440109156,0.05927141236885286,0.124504814704518,0.08528303061821335
4,6,1.5313103199005127,1.2945176362991333,-0.23227901756763458,0.9549099206924438,0.03543381757069404,0.05683072638136191,0.10811210308721014,0.08551195021804459
5,7,1.6627272367477417,1.314583659172058,-0.10195396840572357,0.7083849906921387,0.0312738588270442,0.053472984513320124,0.12075186735983895,0.0819142790570032
6,8,1.645249366760254,1.1464674472808838,0.00713975727558136,0.6353021860122681,0.031764364528557076,0.05493725642002732,0.10613547298984503,0.0817087937219802
7,9,1.638252854347229,1.2727575302124023,0.044621773064136505,0.6149225234985352,0.02991559242484159,0.052385869623251105,0.11928239189247986,0.08066827518278767
