,time,group,dim_1,dim_2,dim_3
0,0,0,0.2521324157714844,0.6356099843978882,0.11225756257772446
1,0,0,0.252236008644104,0.675550103187561,0.07221391797065735
2,0,0,0.023417683318257332,0.4114201068878174,0.5651622414588928
3,0,0,0.557547390460968,0.3111543357372284,0.1312982589006424
4,0,0,0.3987637758255005,0.02288745902478695,0.5783487558364868
5,0,0,0.03580012544989586,0.7440533638000488,0.2201465219259262
6,0,0,0.011700262315571308,0.10998455435037613,0.8783152103424072
7,0,0,0.5416266322135925,0.12821103632450104,0.3301623463630676
8,0,0,0.06000991538167,0.26252982020378113,0.677460253238678
9,0,0,0.3835962116718292,0.0922514945268631,0.5241522789001465
10,0,1,0.44962242245674133,0.38491547107696533,0.16546210646629333
11,0,1,0.5550816059112549,0.12467101961374283,0.3202473819255829
12,0,1,0.4960222542285919,0.3999350368976593,0.10404270142316818
13,0,1,0.17826533317565918,0.23882010579109192,0.5829145312309265
14,0,1,0.8462895154953003,0.08105047047138214,0.07266002148389816
15,0,1,0.2519400715827942,0.6651230454444885,0.08293692022562027
16,0,1,0.32046738266944885,0.5912956595420837,0.08823694288730621
17,0,1,0.0857868567109108,0.16615359485149384,0.7480595707893372
18,0,1,0.25439685583114624,0.6182907819747925,0.12731237709522247
19,0,1,0.0212803166359663,0.0884682685136795,0.8902513980865479
20,0,2,0.2883511483669281,0.030122283846139908,0.6815265417098999
21,0,2,0.6003487706184387,0.08131111413240433,0.31834009289741516
22,0,2,0.21151596307754517,0.6743419766426086,0.114142045378685
23,0,2,0.42830798029899597,0.53214031457901,0.03955168277025223
24,0,2,0.1770598590373993,0.6822530031204224,0.14068713784217834
25,0,2,0.6552894711494446,0.0827188715338707,0.2619916498661041
26,0,2,0.5457587242126465,0.2678593397140503,0.18638193607330322
27,0,2,0.24377897381782532,0.6692350506782532,0.08698597550392151
28,0,2,0.26757150888442993,0.48613303899765015,0.24629545211791992
29,0,2,0.6346743702888489,0.11823436617851257,0.24709126353263855
30,1,0,0.30742767453193665,0.4115799367427826,0.2809923589229584
31,1,0,0.23169678449630737,0.6274279356002808,0.14087530970573425
32,1,0,0.1833670735359192,0.5109966993331909,0.3056362569332123
33,1,0,0.5530404448509216,0.2652845084667206,0.18167507648468018
34,1,0,0.2457890510559082,0.2786201536655426,0.4755908250808716
35,1,0,0.1852523237466812,0.6608144640922546,0.15393321216106415
36,1,0,0.04243985936045647,0.06591495126485825,0.8916451334953308
37,1,0,0.47601696848869324,0.27358144521713257,0.2504015862941742
38,1,0,0.22164151072502136,0.20600534975528717,0.5723531246185303
39,1,0,0.42195600271224976,0.27289462089538574,0.3051494061946869
40,1,1,0.31043681502342224,0.46062126755714417,0.2289419025182724
41,1,1,0.46775493025779724,0.3035425543785095,0.22870251536369324
42,1,1,0.365831583738327,0.49647754430770874,0.137690931558609
43,1,1,0.45204031467437744,0.20947785675525665,0.3384818732738495
44,1,1,0.5414187908172607,0.3210616409778595,0.13751955330371857
45,1,1,0.33560678362846375,0.5478134751319885,0.11657971143722534
