,time,group,dim_1,dim_2,dim_3
0,0,0,0.04756241291761398,0.1874208003282547,0.7650167942047119
1,0,0,0.05327380448579788,0.36850079894065857,0.5782253742218018
2,0,0,0.33045387268066406,0.4749918282032013,0.19455432891845703
3,0,0,0.6676819324493408,0.1519930213689804,0.18032506108283997
4,0,0,0.6563654541969299,0.3053511381149292,0.03828341141343117
5,0,0,0.12733112275600433,0.11189771443605423,0.7607711553573608
6,0,0,0.2565310001373291,0.35067129135131836,0.39279770851135254
7,0,0,0.28178349137306213,0.5248060822486877,0.19341038167476654
8,0,0,0.33929580450057983,0.564905047416687,0.09579916298389435
9,0,0,0.1825251430273056,0.5633347034454346,0.25414013862609863
10,0,1,0.23976866900920868,0.23107172548770905,0.5291596055030823
11,0,1,0.6962373852729797,0.1800527274608612,0.12370985746383667
12,0,1,0.659491777420044,0.3149804472923279,0.02552778460085392
13,0,1,0.5486629605293274,0.2587161064147949,0.19262093305587769
14,0,1,0.4327470660209656,0.4915725886821747,0.07568035274744034
15,0,1,0.6558396220207214,0.19774746894836426,0.1464128941297531
16,0,1,0.03452451154589653,0.11080025136470795,0.8546752333641052
17,0,1,0.16159379482269287,0.06863220781087875,0.7697740197181702
18,0,1,0.18026363849639893,0.3672749400138855,0.4524614214897156
19,0,1,0.7839687466621399,0.10574124753475189,0.11028999835252762
20,0,2,0.044154271483421326,0.7836432456970215,0.17220251262187958
21,0,2,0.850123941898346,0.1456221044063568,0.004253970459103584
22,0,2,0.8765498995780945,0.10297171026468277,0.02047840505838394
23,0,2,0.3117230534553528,0.1861652433872223,0.5021116733551025
24,0,2,0.16634610295295715,0.607998251914978,0.22565563023090363
25,0,2,0.41336461901664734,0.2115052044391632,0.37513017654418945
26,0,2,0.4125313460826874,0.31761014461517334,0.26985853910446167
27,0,2,0.41190624237060547,0.46280837059020996,0.12528538703918457
28,0,2,0.23418833315372467,0.20820802450180054,0.557603657245636
29,0,2,0.2563137710094452,0.4426395893096924,0.3010466396808624
30,1,0,0.15085017681121826,0.16316862404346466,0.6859812140464783
31,1,0,0.2536165416240692,0.3804270327091217,0.3659563362598419
32,1,0,0.42294183373451233,0.3479001522064209,0.22915798425674438
33,1,0,0.6376199126243591,0.19467231631278992,0.16770777106285095
