,time,group,dim_1,dim_2
0,0,0,0.051320136,0.9450201
1,0,0,0.08987397,0.7366996
2,0,0,0.0427728,0.88506305
3,0,0,0.0137889385,0.97347736
4,0,0,0.0618985,0.86062205
5,0,0,0.04995507,0.88015556
6,0,0,0.10466665,0.6740999
7,0,0,0.12608936,0.71998894
8,0,0,0.10742575,0.7482636
9,0,0,0.05803761,0.9075999
10,0,0,0.11052233,0.7920172
11,0,0,0.16041699,0.8368914
12,0,0,0.041994065,0.8733479
13,0,0,0.025523037,0.9370594
14,0,0,0.06727967,0.7431624
15,0,0,0.035923213,0.9398924
16,0,0,0.13959098,0.7506143
17,0,0,0.017607361,0.8981689
18,0,0,0.02571541,0.8906398
19,0,0,0.0013790727,0.9311569
20,0,0,0.12910366,0.7342483
21,0,0,0.054906428,0.9414825
22,0,0,0.16591582,0.7280245
23,0,0,0.025515974,0.735217
24,0,0,0.13124976,0.8355173
25,0,0,0.0414899,0.7755667
26,0,0,0.07104498,0.85909605
27,0,0,0.10224554,0.818663
28,0,0,0.026178718,0.83646524
29,0,0,0.13587707,0.74139774
30,0,0,0.11309332,0.88905346
31,0,0,0.042998493,0.8856121
32,0,0,0.011721164,0.95421576
33,0,0,0.054727167,0.88517255
34,0,0,0.044002295,0.81552196
35,0,0,0.050009996,0.9025897
36,0,0,0.33649296,0.64939463
37,0,0,0.32994688,0.6019627
38,0,0,0.22714046,0.7658728
39,0,0,0.020832628,0.9033081
40,0,0,0.044224173,0.83665943
41,0,0,0.2973346,0.65760756
42,0,0,0.03121978,0.9718834
43,0,0,0.009025842,0.6917555
44,0,0,0.060984254,0.8989931
45,0,0,0.03368205,0.9846578
46,0,0,0.29739234,0.60806066
47,0,0,0.02058217,0.9181396
48,0,0,0.025760025,0.8252422
49,0,0,0.07388154,0.89151573
50,0,0,0.31645256,0.5082
51,0,0,0.0013240576,0.98429245
52,0,0,0.034469157,0.86245215
53,0,0,0.08997959,0.7853823
54,0,0,0.02867359,0.9375161
55,0,0,0.075960815,0.86052144
56,0,0,0.2461633,0.7094242
57,0,0,0.014723569,0.8442348
58,0,0,0.21666005,0.6950498
59,0,0,0.068698674,0.92614955
60,0,0,0.04830444,0.5632111
61,0,0,0.04823026,0.9367211
62,0,0,0.01949063,0.6917655
63,0,0,0.21888047,0.7622243
64,0,0,0.18101922,0.7893746
65,0,0,0.041561574,0.9437221
66,0,0,0.022172898,0.89217806
67,0,0,0.007578671,0.6545502
68,0,0,0.013930559,0.98442554
69,0,0,0.031774312,0.96179247
70,0,0,0.07602599,0.93240255
71,0,0,0.0081499815,0.9707408
72,0,0,0.049034417,0.9329743
73,0,0,0.15942523,0.7352754
74,0,0,0.049502224,0.9220197
75,0,0,0.101180285,0.8600811
76,0,0,0.03984636,0.9037696
77,0,0,0.028524488,0.8072336
78,0,0,0.07947186,0.87793845
79,0,0,0.03982404,0.92655915
80,0,0,0.02281347,0.75465333
81,0,0,0.060455024,0.8431835
82,0,0,0.01612854,0.94213545
83,0,0,0.02414295,0.89784074
84,0,0,-0.00088605285,0.9273895
85,0,0,0.09424296,0.7874646
86,0,0,0.10410169,0.8261168
87,0,0,0.059711307,0.91687715
88,0,0,0.01777187,0.8526087
89,0,0,0.0748916,0.91661704
90,0,0,0.23960574,0.7147876
91,0,0,0.058574975,0.6829697
92,0,0,0.020388275,0.90001523
93,0,0,0.25053483,0.76090825
94,0,0,0.042271227,0.9221145
95,0,0,0.09975445,0.84965295
96,0,0,0.16922706,0.8573104
97,0,0,0.24520952,0.7619587
98,0,0,0.17362204,0.73025167
99,0,0,0.034444183,0.8697287
100,0,0,0.0007818341,0.9557756
101,0,0,0.20716308,0.62491614
102,0,0,0.08654678,0.6470214
103,0,0,0.06268656,0.91182125
104,0,0,0.050581723,0.89469206
105,0,0,0.14582253,0.7652389
106,0,0,0.10717341,0.89519155
107,0,0,0.059717864,0.6639757
108,0,0,0.036792904,0.7883247
109,0,0,0.025410712,0.9024715
110,0,0,0.051988065,0.8971076
111,0,0,0.16222915,0.8055011
112,0,0,0.05568689,0.9293686
113,0,0,0.028167516,0.92287695
114,0,0,0.0038218498,0.9555016
115,0,0,0.021313757,0.8261379
116,0,0,0.2825625,0.6597929
117,0,0,0.30662173,0.56256425
118,0,0,0.015123159,0.94789314
119,0,0,0.015581369,0.8957776
120,0,0,0.09573761,0.81856954
121,0,0,0.092422694,0.8688
122,0,0,0.015147626,0.9754596
123,0,0,0.09420544,0.8228353
124,0,0,0.20663685,0.7203195
125,0,0,0.030399412,0.847065
126,0,0,0.0938046,0.9336086
127,0,0,0.010397404,0.76178265
128,0,0,0.13457152,0.80552566
129,0,0,0.009722352,0.72103834
130,0,0,0.112813145,0.77821803
131,0,0,0.07212371,0.8737649
132,0,0,0.003237754,0.89817
133,0,0,0.016323417,0.9014226
134,0,0,0.041805297,0.8673099
135,0,0,0.004845053,0.71511483
136,0,0,0.018735498,0.9293474
137,0,0,0.17527783,0.6880154
138,0,0,0.044892132,0.9875384
139,0,0,0.12012881,0.75320446
140,0,0,0.16469562,0.80801135
141,0,0,0.00553751,0.88058376
142,0,0,0.13175431,0.74898076
143,0,0,0.055662185,0.785584
144,0,0,0.037861943,0.93651766
145,0,0,0.055533946,0.9582953
146,0,0,0.034762084,0.8254672
147,0,0,0.3807864,0.5743485
148,0,0,0.07248634,0.91667396
149,0,0,0.12080899,0.82088625
150,0,0,0.0010159314,0.8774446
151,0,0,0.14152846,0.73214746
152,0,0,0.028469801,0.9787407
153,0,0,0.0409123,0.8987633
154,0,0,0.11613104,0.89161825
155,0,0,0.060646802,0.92751557
156,0,0,0.07908496,0.87463254
157,0,0,0.034128487,0.9645158
158,0,0,0.118218005,0.7818506
159,0,0,0.11847472,0.8068592
160,0,0,0.048288763,0.8161514
161,0,0,0.00253582,0.94807684
162,0,0,0.058387876,0.8667824
163,0,0,0.07215041,0.72751284
164,0,0,0.33209097,0.6477136
165,0,0,0.28950205,0.66140777
166,0,0,0.019494385,0.84716296
167,0,0,0.1042617,0.7024361
