,time,group,dim_1,dim_2,dim_3
72,0,0,0.27201757,0.11497947,0.61300296
73,0,0,0.18315262,0.13577417,0.6810732
74,0,0,0.85500413,0.021672389,0.123323455
75,0,0,0.31739026,0.22978267,0.45282707
76,0,0,0.39693847,0.018819366,0.58424217
77,0,0,0.7133561,0.1826384,0.10400549
78,0,0,0.2257945,0.6020443,0.17216122
79,0,0,0.052090514,0.9357613,0.012148192
80,0,0,0.6641675,0.06336994,0.27246252
81,0,0,0.23454575,0.514193,0.25126126
82,0,0,0.2998852,0.4911212,0.20899358
83,0,0,0.0034521148,0.86083573,0.13571216
84,0,0,0.012325687,0.80678165,0.18089263
85,0,0,0.32520282,0.26094264,0.41385454
86,0,0,0.7915602,0.12895887,0.07948093
87,0,0,0.5922983,0.19572812,0.21197358
88,0,0,0.77844477,0.103733316,0.117821924
89,0,0,0.3056493,0.61380625,0.08054441
90,0,0,0.590113,0.33356526,0.07632173
91,0,0,0.10062935,0.5806736,0.31869704
92,0,0,0.010808004,0.29169866,0.6974933
93,0,0,0.14767568,0.7675524,0.08477192
94,0,0,0.20266776,0.26460153,0.5327307
95,0,0,0.48093337,0.42728266,0.09178395
96,0,0,0.02625725,0.61273354,0.36100924
97,0,0,0.6349338,0.25995228,0.105113916
98,0,0,0.8168387,0.027780572,0.15538076
99,0,0,0.5907692,0.3046157,0.10461513
100,0,1,0.10398431,0.31845596,0.5775597
101,0,1,0.6551357,0.110280514,0.23458378
102,0,1,0.6554908,0.09179447,0.25271472
103,0,1,0.55376124,0.046128068,0.40011072
104,0,1,0.8723967,0.10444899,0.023154333
105,0,1,0.29251653,0.115147255,0.5923362
106,0,1,0.084400006,0.52158976,0.39401022
107,0,1,0.21649176,0.019019878,0.76448834
108,0,1,0.025637807,0.4144592,0.559903
109,0,1,0.63509476,0.029364232,0.33554098
110,0,1,0.7221395,0.0638498,0.2140107
111,0,1,0.32340196,0.28187156,0.3947265
112,0,1,0.29585323,0.3542935,0.34985328
113,0,1,0.48348352,0.0419008,0.4746157
114,0,1,0.61312956,0.020652642,0.36621782
115,0,1,0.35080582,0.36480197,0.2843922
116,0,1,0.02788688,0.45236993,0.5197432
117,0,1,0.4786465,0.21240687,0.30894664
118,0,1,0.21559593,0.71563107,0.06877298
119,0,1,0.040829025,0.9497881,0.009382881
120,0,1,0.86865777,0.043207638,0.08813459
121,0,1,0.32067692,0.63850063,0.040822454
122,0,1,0.094943404,0.0735671,0.8314895
123,0,1,0.5474751,0.12003771,0.33248717
124,0,1,0.1611233,0.6590779,0.17979883
125,0,1,0.42712688,0.38555786,0.18731526
126,0,1,0.3833375,0.44850245,0.16816005
127,0,1,0.43860662,0.10768111,0.45371228
128,0,1,0.7417318,0.097528994,0.16073915
129,0,1,0.15796669,0.28008208,0.5619512
130,0,1,0.35565835,0.25651836,0.3878233
131,0,1,0.030941771,0.04555454,0.9235037
132,0,1,0.009401078,0.22096997,0.76962894
133,0,1,0.88569546,0.02883462,0.085469894
134,0,1,0.48630923,0.09622498,0.41746578
135,0,1,0.29154283,0.3925413,0.3159159
136,0,1,0.92645264,0.059637636,0.0139097525
137,0,1,0.12285736,0.38279024,0.4943524
138,0,1,0.4669908,0.0071565183,0.5258527
139,0,1,0.5248334,0.00619981,0.46896684
140,0,1,0.8349407,0.15058042,0.014478914
141,0,1,0.11081765,0.6716227,0.21755968
142,0,1,0.23814484,0.48325303,0.27860212
143,0,1,0.3028626,0.09657822,0.6005592
144,0,1,0.48658606,0.4178475,0.09556644
145,0,1,0.14272726,0.5608352,0.29643756
146,0,1,0.18524213,0.7336668,0.08109108
147,0,1,0.25078613,0.3300949,0.41911894
148,0,1,0.513405,0.3180009,0.16859403
149,0,1,0.8452868,0.07798527,0.07672797
150,0,1,0.37311223,0.52588457,0.10100319
151,0,1,0.0451257,0.88714385,0.067730464
152,0,1,0.8683803,0.07397577,0.057643924
153,0,1,0.79665256,0.1610421,0.04230533
154,0,1,0.8206455,0.016764008,0.16259047
155,0,1,0.030659888,0.18671805,0.78262204
156,0,1,0.8403815,0.043766227,0.115852274
157,0,1,0.46141586,0.1588778,0.37970632
158,0,1,0.08044293,0.40788496,0.5116721
159,0,1,0.0049953833,0.9043728,0.09063178
160,0,1,0.933091,0.051277857,0.015631154
161,0,1,0.21863595,0.04195214,0.7394119
162,0,1,0.5706216,0.17829266,0.25108573
163,0,1,0.57956964,0.09578749,0.3246429
164,0,1,0.26295483,0.20089029,0.53615487
165,0,1,0.68695354,0.13098891,0.18205756
166,0,1,0.10739291,0.0014942421,0.89111286
167,0,1,0.51426214,0.131909,0.35382888
168,0,1,0.3701105,0.355149,0.2747405
169,0,1,0.77240443,0.068131365,0.15946418
170,0,1,0.0234382,0.23051864,0.74604315
171,0,1,0.069037125,0.4915815,0.4393814
172,0,1,0.45928153,0.53953344,0.0011850133
173,0,1,0.4249199,0.36092407,0.21415605
174,0,1,0.026666788,0.749814,0.22351922
175,0,1,0.23986652,0.3132393,0.44689417
176,0,1,0.48446348,0.04263478,0.47290173
177,0,1,0.41989478,0.14398797,0.43611726
178,0,1,0.36082447,0.5596973,0.07947826
179,0,1,0.8254919,0.06811877,0.106389314
180,0,1,0.8077162,0.16763403,0.024649758
181,0,1,0.8825925,0.029457312,0.08795018
182,0,1,0.4466341,0.3933198,0.16004612
183,0,1,0.4904829,0.41102174,0.098495364
184,0,1,0.19947761,0.23818491,0.56233746
185,0,1,0.3204647,0.28231505,0.39722025
186,0,1,0.5982239,0.24453403,0.15724206
187,0,1,0.6187021,0.25330266,0.12799521
188,0,1,0.7732247,0.028954474,0.19782081
189,0,1,0.15268518,0.6025535,0.24476135
190,0,1,0.32646513,0.6680045,0.0055303774
191,0,1,0.3113454,0.36484993,0.32380468
192,0,1,0.5769099,0.40238464,0.020705443
193,0,1,0.84902066,0.13897261,0.012006724
194,0,1,0.13766275,0.57944983,0.28288743
195,0,1,0.085933514,0.81282765,0.10123882
196,0,1,0.118865274,0.61432374,0.266811
197,0,1,0.053507205,0.025277324,0.9212155
198,0,1,0.6123838,0.0017945921,0.3858216
199,0,1,0.5516169,0.20728351,0.24109957
200,0,2,0.48495492,0.3880133,0.12703177
201,0,2,0.5450528,0.03198579,0.42296138
202,0,2,0.47084454,0.17749555,0.35165992
203,0,2,0.08922975,0.24279474,0.66797554
204,0,2,0.2966686,0.6952264,0.008105081
205,0,2,0.1148402,0.5013024,0.38385734
206,0,2,0.44532114,0.11821193,0.4364669
207,0,2,0.055428017,0.25799698,0.686575
208,0,2,0.040678095,0.25034994,0.708972
209,0,2,0.73857313,0.24702707,0.014399808
210,0,2,0.6555101,0.018666694,0.3258232
211,0,2,0.43412206,0.32419658,0.24168137
212,0,2,0.1651516,0.7902419,0.044606492
213,0,2,0.23083507,0.11952308,0.6496419
214,0,2,0.12942667,0.8128217,0.057751637
215,0,2,0.13203457,0.08384313,0.7841223
216,0,2,0.5624896,0.14421484,0.29329553
217,0,2,0.4837313,0.50922066,0.0070480513
218,0,2,0.0076258816,0.47598332,0.5163908
219,0,2,0.39007813,0.28518602,0.32473585
220,0,2,0.620888,0.23511454,0.14399748
221,0,2,0.44147772,0.521271,0.03725129
222,0,2,0.0023801778,0.49725914,0.50036067
223,0,2,0.16173431,0.03919563,0.79907006
224,0,2,0.021478854,0.13643514,0.842086
225,0,2,0.8743096,0.03858082,0.087109566
226,0,2,0.012462805,0.22414075,0.76339644
227,0,2,0.7253228,0.07630807,0.19836916
228,0,2,0.12022874,0.67664903,0.20312224
229,0,2,0.69723886,0.102187544,0.20057361
230,0,2,0.6886982,0.091856256,0.21944557
231,0,2,0.59606904,0.39842817,0.0055027637
232,0,2,0.1438095,0.4695484,0.3866421
233,0,2,0.19870119,0.37064645,0.43065235
234,0,2,0.14465861,0.8423412,0.013000186
235,0,2,0.6868014,0.27929798,0.03390067
236,0,2,0.28428453,0.3305561,0.38515934
237,0,2,0.18335196,0.098414496,0.7182335
238,0,2,0.2885476,0.4556884,0.255764
239,0,2,0.20305908,0.305408,0.49153292
240,0,2,0.35588896,0.48982608,0.15428495
241,0,2,0.2503106,0.61252505,0.13716435
242,0,2,0.01592297,0.30467334,0.67940366
243,0,2,0.44843283,0.15534918,0.396218
244,0,2,0.39643168,0.08659927,0.5169691
245,0,2,0.5380184,0.02855657,0.433425
246,0,2,0.28513926,0.4837847,0.23107602
247,0,2,0.00868049,0.9210879,0.07023159
248,0,2,0.19154504,0.21817023,0.59028476
249,0,2,0.56553584,0.025433544,0.40903062
250,0,2,0.28624004,0.4806227,0.23313726
251,0,2,0.4274078,0.111791514,0.46080068
252,0,2,0.59531105,0.22583807,0.17885087
253,0,2,0.16400757,0.3856793,0.45031312
254,0,2,0.5697557,0.21541688,0.21482745
255,0,2,0.59522885,0.25004974,0.15472138
256,0,2,0.0003040655,0.90937716,0.09031878
257,0,2,0.5593616,0.050060578,0.39057785
258,0,2,0.3962592,0.26447016,0.33927065
259,0,2,0.082937144,0.14992866,0.7671342
260,0,2,0.51188654,0.097082235,0.39103124
261,0,2,0.50847244,0.12437943,0.3671481
262,0,2,0.25382718,0.07070776,0.67546505
263,0,2,0.0071078027,0.9011222,0.091769986
264,0,2,0.43384385,0.29722193,0.26893422
265,0,2,0.009416231,0.27845952,0.7121242
266,0,2,0.05803745,0.4728878,0.46907473
267,0,2,0.6070931,0.23973858,0.15316835
268,0,2,0.2867427,0.5849253,0.12833203
269,0,2,0.36280105,0.47968018,0.15751877
270,0,2,0.07052886,0.57148254,0.3579886
271,0,2,0.6046904,0.21558164,0.179728
272,0,2,0.22736174,0.6502933,0.12234495
273,0,2,0.28855628,0.4901967,0.22124703
274,0,2,0.29657477,0.42956388,0.27386135
275,0,2,0.08173821,0.5607066,0.35755515
276,0,2,0.334534,0.588966,0.07649997
277,0,2,0.70331365,0.15574123,0.14094512
278,0,2,0.1268597,0.7347062,0.13843407
279,0,2,0.23590748,0.4859062,0.2781863
280,0,2,0.23047687,0.6490348,0.120488346
281,0,2,0.6489875,0.24007763,0.110934876
282,0,2,0.18652411,0.22629055,0.5871853
283,0,2,0.5436511,0.029782722,0.42656615
284,0,2,0.5689587,0.38731885,0.043722466
285,0,2,0.19808464,0.28508338,0.516832
286,0,2,0.09481231,0.6342422,0.27094552
287,0,2,0.2206249,0.39261878,0.38675633
288,0,2,0.024640968,0.4535119,0.5218471
289,0,2,0.26557544,0.51059514,0.22382939
290,0,2,0.31841934,0.67238563,0.009195019
291,0,2,0.1721676,0.7536819,0.07415049
292,0,2,0.6540134,0.010372186,0.33561444
293,0,2,0.09620376,0.35270908,0.55108714
294,0,2,0.23539487,0.66941404,0.09519109
295,0,2,0.15256476,0.8191865,0.02824871
296,0,2,0.8067031,0.17517638,0.018120548
297,0,2,0.2726579,0.065528125,0.661814
298,0,2,0.018440234,0.167679,0.81388074
299,0,2,0.85409504,0.08857132,0.057333633
300,1,0,0.5911316,0.21347107,0.19539729
301,1,0,0.5672938,0.20538394,0.22732227
302,1,0,0.3700925,0.2162808,0.41362664
303,1,0,0.49234456,0.22234559,0.28530988
304,1,0,0.21132426,0.5475219,0.24115393
305,1,0,0.55452937,0.28189617,0.16357446
306,1,0,0.32920006,0.3965152,0.27428472
307,1,0,0.53380185,0.2656741,0.20052406
308,1,0,0.5192952,0.1731717,0.30753306
309,1,0,0.3720186,0.226306,0.4016754
310,1,0,0.48033482,0.34401247,0.17565274
311,1,0,0.5725805,0.26280552,0.16461399
312,1,0,0.44893423,0.314585,0.23648079
313,1,0,0.48792073,0.26728427,0.244795
314,1,0,0.4449177,0.28300104,0.27208132
315,1,0,0.38732395,0.3549438,0.25773224
316,1,0,0.48924434,0.27580297,0.23495263
317,1,0,0.30531797,0.45251575,0.24216633
318,1,0,0.59814924,0.23148622,0.17036457
319,1,0,0.17341086,0.12623884,0.70035034
320,1,0,0.4076195,0.19269127,0.39968917
321,1,0,0.43564424,0.35473648,0.20961927
322,1,0,0.34625852,0.30025205,0.35348946
323,1,0,0.2343749,0.5229434,0.24268174
324,1,0,0.41365764,0.41350925,0.1728331
325,1,0,0.34104618,0.314434,0.34451982
326,1,0,0.44674045,0.35356373,0.1996958
327,1,0,0.63136923,0.17451109,0.19411965
328,1,0,0.23296513,0.5363112,0.23072374
329,1,0,0.28724214,0.30377457,0.4089833
330,1,0,0.22371066,0.5827093,0.19358006
331,1,0,0.32967785,0.4189659,0.25135624
332,1,0,0.22758445,0.5562401,0.21617554
333,1,0,0.54633796,0.21109425,0.24256778
334,1,0,0.21182577,0.35000184,0.43817237
335,1,0,0.5103282,0.24080954,0.24886228
336,1,0,0.4063027,0.41837433,0.175323
337,1,0,0.34234875,0.43652505,0.22112614
338,1,0,0.18475626,0.46644223,0.3488015
339,1,0,0.26613435,0.35516268,0.37870297
340,1,0,0.25041544,0.48730877,0.26227582
341,1,0,0.29003558,0.48936448,0.2206
342,1,0,0.21434307,0.37103888,0.41461802
343,1,0,0.5329328,0.2784688,0.18859838
344,1,0,0.28721932,0.5464994,0.1662813
345,1,0,0.5873889,0.21526816,0.19734292
346,1,0,0.4430858,0.2747027,0.28221142
347,1,0,0.21732126,0.618826,0.16385274
348,1,0,0.39089644,0.35651964,0.25258395
349,1,0,0.42451364,0.20308319,0.37240317
350,1,0,0.23487172,0.6101268,0.15500148
351,1,0,0.46674263,0.33282757,0.20042981
352,1,0,0.31277612,0.40386692,0.28335693
353,1,0,0.26494896,0.47148725,0.26356372
354,1,0,0.5314038,0.24820276,0.22039346
355,1,0,0.44815284,0.3473771,0.20447
356,1,0,0.6305451,0.14879498,0.22065997
357,1,0,0.59009033,0.26018995,0.14971974
358,1,0,0.5992875,0.23401554,0.16669694
359,1,0,0.624231,0.18539122,0.19037779
360,1,0,0.4325558,0.3558436,0.21160059
361,1,0,0.3265272,0.29129472,0.38217813
362,1,0,0.6934028,0.16369474,0.14290239
363,1,0,0.42929643,0.32497358,0.24572994
364,1,0,0.6158492,0.18886492,0.19528592
365,1,0,0.59707093,0.17175928,0.23116979
366,1,0,0.39375207,0.42730832,0.17893963
367,1,0,0.45192236,0.3115753,0.23650233
368,1,0,0.7203198,0.1371723,0.14250791
369,1,0,0.6801806,0.16653343,0.15328595
370,1,0,0.54555494,0.26124611,0.19319898
371,1,0,0.23302174,0.29136562,0.47561267
372,1,0,0.39344472,0.27425185,0.33230343
373,1,0,0.33875754,0.24305707,0.4181854
374,1,0,0.6738783,0.16716835,0.1589534
375,1,0,0.39491668,0.2988162,0.30626708
376,1,0,0.4720676,0.2131205,0.31481194
377,1,0,0.5874485,0.22734754,0.18520397
378,1,0,0.2771723,0.5112568,0.21157087
379,1,0,0.19668736,0.63400936,0.16930331
380,1,0,0.6021137,0.20025595,0.1976303
381,1,0,0.32271498,0.41391143,0.26337364
382,1,0,0.35840887,0.40362427,0.23796687
383,1,0,0.19172734,0.6070712,0.20120142
384,1,0,0.16765302,0.63551587,0.19683115
385,1,0,0.38559082,0.26982093,0.34458822
386,1,0,0.63929725,0.19174626,0.16895647
387,1,0,0.5120857,0.2643644,0.22354989
388,1,0,0.6445536,0.18291499,0.17253141
389,1,0,0.32314044,0.50372386,0.17313567
390,1,0,0.54393536,0.2734551,0.1826095
391,1,0,0.25146434,0.5013612,0.24717449
392,1,0,0.22060777,0.45349625,0.32589594
393,1,0,0.24342187,0.56808466,0.18849345
394,1,0,0.38122436,0.3107615,0.30801415
395,1,0,0.45402655,0.34752333,0.19845009
396,1,0,0.22068945,0.5706192,0.20869128
397,1,0,0.5408719,0.24615228,0.21297577
398,1,0,0.6511778,0.15889251,0.18992966
399,1,0,0.48637974,0.31626442,0.19735578
400,1,1,0.2659951,0.40578413,0.32822073
401,1,1,0.5857658,0.17406632,0.24016784
402,1,1,0.60822636,0.1804586,0.21131507
403,1,1,0.5749538,0.17698766,0.24805857
404,1,1,0.6629432,0.1800041,0.15705273
405,1,1,0.42436287,0.241473,0.3341641
406,1,1,0.23638934,0.45848748,0.30512312
407,1,1,0.43244115,0.18283711,0.38472176
408,1,1,0.19577004,0.42916268,0.3750672
409,1,1,0.606974,0.17729415,0.21573178
410,1,1,0.6395536,0.16697226,0.19347419
411,1,1,0.4216185,0.3048737,0.27350786
412,1,1,0.4108808,0.3076776,0.2814416
413,1,1,0.546062,0.19097695,0.26296106
414,1,1,0.559234,0.19029339,0.25047258
415,1,1,0.41776592,0.3385241,0.24370994
416,1,1,0.20646282,0.49540624,0.29813096
417,1,1,0.4904017,0.2807045,0.22889379
418,1,1,0.29525456,0.5096129,0.19513246
419,1,1,0.164729,0.6911984,0.14407262
420,1,1,0.69144154,0.1346506,0.17390792
421,1,1,0.3423423,0.4698955,0.18776219
422,1,1,0.35774556,0.26552778,0.37672666
423,1,1,0.5985279,0.178121,0.22335106
424,1,1,0.26322418,0.5176171,0.21915871
425,1,1,0.40711024,0.3859605,0.20692928
426,1,1,0.4472737,0.34906274,0.20366354
427,1,1,0.52890354,0.2132381,0.25785837
428,1,1,0.617777,0.18994643,0.1922766
429,1,1,0.34898928,0.31953824,0.33147252
430,1,1,0.43368965,0.29968703,0.2666233
431,1,1,0.31256884,0.21989296,0.4675382
432,1,1,0.21872379,0.3956827,0.38559353
433,1,1,0.656832,0.16420567,0.17896235
434,1,1,0.5359481,0.21431452,0.2497374
435,1,1,0.4008076,0.35890418,0.24028821
436,1,1,0.685659,0.16761461,0.14672637
437,1,1,0.28033108,0.40619302,0.3134759
438,1,1,0.54063714,0.15769568,0.3016672
439,1,1,0.56188136,0.14544763,0.29267105
440,1,1,0.6690118,0.1745633,0.156425
441,1,1,0.26080182,0.5267013,0.21249695
442,1,1,0.33824614,0.41863415,0.24311972
443,1,1,0.46059114,0.20983166,0.3295772
444,1,1,0.5136021,0.29553735,0.19086057
445,1,1,0.27412045,0.5048413,0.22103825
446,1,1,0.27567908,0.5236542,0.2006666
447,1,1,0.35556296,0.3500386,0.29439843
448,1,1,0.48283607,0.30959618,0.20756777
449,1,1,0.6601634,0.17481305,0.16502357
450,1,1,0.37089118,0.41626516,0.21284366
451,1,1,0.20270519,0.6109651,0.18632974
452,1,1,0.691425,0.14829472,0.16028017
453,1,1,0.6529506,0.19313526,0.15391414
454,1,1,0.6829173,0.13998675,0.17709602
455,1,1,0.2131385,0.32316178,0.46369973
456,1,1,0.6633449,0.16192088,0.17473418
457,1,1,0.4729627,0.25084004,0.27619722
458,1,1,0.28134468,0.38762608,0.33102918
459,1,1,0.19204831,0.6433294,0.1646223
460,1,1,0.6877097,0.16185069,0.15043963
461,1,1,0.36893418,0.25035012,0.38071567
462,1,1,0.50451046,0.26139855,0.234091
463,1,1,0.57370603,0.20649539,0.21979852
464,1,1,0.40052667,0.25026163,0.34921175
465,1,1,0.59115475,0.2078527,0.20099258
466,1,1,0.36622837,0.15000027,0.48377138
467,1,1,0.49494472,0.21011415,0.2949412
468,1,1,0.4259493,0.33136776,0.24268295
469,1,1,0.6672797,0.16248287,0.17023747
470,1,1,0.17408209,0.44120643,0.38471147
471,1,1,0.23718743,0.49555552,0.26725706
472,1,1,0.43826634,0.38432652,0.17740716
473,1,1,0.42728555,0.32391238,0.24880205
474,1,1,0.21688198,0.57051945,0.21259865
475,1,1,0.38326734,0.28770205,0.32903063
476,1,1,0.526219,0.18117446,0.29260656
477,1,1,0.46795395,0.24117938,0.29086658
478,1,1,0.37744045,0.44023997,0.1823196
479,1,1,0.658835,0.18471254,0.15645243
480,1,1,0.6725251,0.18257442,0.1449005
481,1,1,0.6785981,0.14726867,0.17413315
482,1,1,0.45321122,0.3421417,0.20464706
483,1,1,0.46306592,0.3358828,0.20105125
484,1,1,0.35545704,0.31569323,0.32884967
485,1,1,0.3896118,0.32350516,0.28688306
486,1,1,0.5177917,0.26901728,0.21319108
487,1,1,0.5809649,0.24643001,0.17260498
488,1,1,0.6376517,0.1751098,0.18723856
489,1,1,0.25156322,0.48515612,0.2632807
490,1,1,0.34093598,0.46349677,0.1955672
491,1,1,0.43965062,0.30714098,0.25320837
492,1,1,0.5088374,0.29128197,0.19988061
493,1,1,0.61916465,0.20713677,0.17369854
494,1,1,0.27226076,0.4947875,0.23295175
495,1,1,0.22502019,0.5826828,0.19229706
496,1,1,0.25864947,0.4908264,0.2505241
497,1,1,0.2557622,0.2533952,0.4908426
498,1,1,0.6257945,0.16417481,0.21003073
499,1,1,0.546076,0.24206416,0.21185982
500,1,2,0.46521428,0.33934432,0.19544135
501,1,2,0.5338359,0.2039572,0.2622069
502,1,2,0.47450635,0.27220997,0.25328365
503,1,2,0.2355581,0.43151513,0.33292678
504,1,2,0.28689244,0.538985,0.17412253
505,1,2,0.2363872,0.47900325,0.28460953
506,1,2,0.46245223,0.22469239,0.31285536
507,1,2,0.26640975,0.41738042,0.31620976
508,1,2,0.20080744,0.44563103,0.35356155
509,1,2,0.6012895,0.23979251,0.15891792
510,1,2,0.60161906,0.18469207,0.21368891
511,1,2,0.44705474,0.32386804,0.22907726
512,1,2,0.25941274,0.55606776,0.18451944
513,1,2,0.37596387,0.21674371,0.40729246
514,1,2,0.20273064,0.62631756,0.17095175
515,1,2,0.36935768,0.268402,0.3622403
516,1,2,0.5318006,0.23434915,0.23385029
517,1,2,0.45367652,0.38273793,0.16358556
518,1,2,0.19411224,0.54736316,0.2585246
519,1,2,0.39879218,0.32688388,0.274324
520,1,2,0.5852123,0.22359362,0.19119409
521,1,2,0.39606252,0.4108595,0.19307797
522,1,2,0.20850405,0.5135326,0.2779634
523,1,2,0.3202874,0.2518383,0.42787436
524,1,2,0.16446675,0.34293324,0.49260002
525,1,2,0.66692877,0.15193214,0.18113913
526,1,2,0.2174588,0.4799569,0.3025843
527,1,2,0.6125632,0.18015864,0.20727818
528,1,2,0.2396932,0.5298624,0.23044439
529,1,2,0.6042743,0.18122987,0.21449581
530,1,2,0.5866211,0.20143872,0.21194015
531,1,2,0.47022918,0.34945333,0.18031746
532,1,2,0.30220273,0.46531206,0.23248526
533,1,2,0.33090588,0.37283263,0.29626155
534,1,2,0.2440333,0.582347,0.17361979
535,1,2,0.5690176,0.25571874,0.17526366
536,1,2,0.36272192,0.37810394,0.2591741
537,1,2,0.3834256,0.23803729,0.37853712
538,1,2,0.3401446,0.44479573,0.21505968
539,1,2,0.32008106,0.3522733,0.32764563
540,1,2,0.35994208,0.39453927,0.24551862
541,1,2,0.29533932,0.48456863,0.22009206
542,1,2,0.21001649,0.4398836,0.35009995
543,1,2,0.48551598,0.24500619,0.2694778
544,1,2,0.45504153,0.18795876,0.3569997
545,1,2,0.5559528,0.19506371,0.2489835
546,1,2,0.3228124,0.44450948,0.23267819
547,1,2,0.15810779,0.6796957,0.16219647
548,1,2,0.32067066,0.34771755,0.3316118
549,1,2,0.52883816,0.17595324,0.29520863
550,1,2,0.30905086,0.43855146,0.25239775
551,1,2,0.49886292,0.23247589,0.26866123
552,1,2,0.5178875,0.27615386,0.20595866
553,1,2,0.24707785,0.42375347,0.32916874
554,1,2,0.5208405,0.25532264,0.22383681
555,1,2,0.54337245,0.23446095,0.22216657
556,1,2,0.16727495,0.6472309,0.18549412
557,1,2,0.5732439,0.19767794,0.22907817
558,1,2,0.421292,0.32468104,0.25402692
559,1,2,0.29310024,0.24788938,0.45901036
560,1,2,0.4974139,0.22615221,0.27643386
561,1,2,0.51522136,0.23147674,0.25330192
562,1,2,0.3558193,0.25138882,0.39279184
563,1,2,0.17689778,0.6343124,0.18878981
564,1,2,0.47195163,0.29422456,0.2338238
565,1,2,0.1699296,0.39882666,0.43124375
566,1,2,0.2417389,0.47099257,0.28726858
567,1,2,0.4920391,0.30634323,0.20161761
568,1,2,0.33822367,0.4555714,0.2062049
569,1,2,0.39348227,0.3533265,0.25319126
570,1,2,0.26881343,0.49232373,0.2388629
571,1,2,0.5592097,0.24674389,0.1940464
572,1,2,0.27319592,0.4954354,0.2313687
573,1,2,0.34766966,0.431873,0.2204573
574,1,2,0.34541395,0.42871043,0.2258756
575,1,2,0.22880095,0.5175247,0.25367433
576,1,2,0.36648998,0.46653304,0.16697699
577,1,2,0.5672653,0.22560218,0.20713264
578,1,2,0.21659654,0.59250414,0.19089931
579,1,2,0.28532976,0.46846062,0.24620958
580,1,2,0.27160797,0.514288,0.21410406
581,1,2,0.53625035,0.28616363,0.17758602
582,1,2,0.33422008,0.32407635,0.3417036
